IncidentNum,Age,Sex,Race,Ethnicity,CreatedID,ModifiedDate
18-88-FI,36,M,B,H,557,20180713
18-89-FI,23,M,B,N,548,20180717
18-89-FI,18,F,B,N,548,20180717
18-89-FI,52,F,W,N,548,20180717
18-93-FI,26,M,B,N,548,20180727
18-93-FI,22,M,B,N,548,20180727
18-93-FI,21,F,B,N,548,20180727
18-93-FI,23,F,B,N,548,20180727
18-91-FI,21,M,B,H,535,20180724
18-91-FI,20,M,B,N,535,20180724
18-91-FI,18,M,B,N,535,20180724
18-91-FI,27,F,B,N,535,20180724
18-91-FI,00,U,U,N,535,20180724
18-91-FI,27,M,B,N,548,20201226
18-92-FI,20,M,B,N,507,20180727
18-92-FI,23,M,B,N,507,20180727
18-92-FI,25,F,W,N,507,20180727
18-92-FI,24,M,B,N,507,20180727
18-92-FI,29,M,U,U,507,20180727
18-92-FI,37,F,B,N,507,20180727
18-92-FI,18,F,B,H,507,20180727
18-92-FI,23,M,B,N,507,20180727
18-92-FI,22,M,W,N,507,20180727
18-92-FI,54,F,B,N,507,20180727
18-92-FI,30,M,B,N,507,20180727
18-94-FI,23,M,B,N,577,20180805
18-95-FI,16,M,B,N,576,20180807
18-95-FI,15,M,B,N,576,20180807
18-95-FI,16,M,B,N,576,20190213
18-96-FI,21,M,B,N,535,20180813
18-96-FI,18,F,W,H,535,20180813
18-96-FI,17,F,W,N,535,20180813
18-96-FI,19,F,W,H,535,20180813
18-97-FI,24,F,B,N,588,20180811
18-97-FI,27,M,B,N,588,20180811
18-97-FI,26,M,B,N,588,20180811
18-97-FI,28,M,B,N,588,20210806
18-98-FI,29,F,W,N,548,20180815
18-99-FI,41,M,W,H,535,20180823
18-99-FI,39,M,W,N,535,20180823
18-99-FI,43,M,W,N,535,20180823
18-99-FI,23,M,W,N,535,20180823
18-99-FI,59,M,W,N,535,20180823
18-99-FI,48,F,W,N,535,20180823
18-99-FI,40,F,W,N,535,20180823
18-100-FI,53,M,B,N,389,20180820
18-101-FI,35,M,B,N,594,20180820
18-103-FI,34,M,B,H,577,20180821
18-103-FI,31,F,B,N,577,20180821
18-104-FI,25,M,B,N,559,20180824
18-104-FI,20,M,B,N,559,20180824
18-105-FI,27,M,B,N,535,20180831
18-105-FI,31,F,B,N,535,20180831
18-108-FI,60,M,W,N,548,20180901
18-108-FI,82,F,W,N,548,20180901
18-107-FI,55,M,W,N,548,20180901
18-109-FI,32,F,W,N,548,20180903
18-109-FI,58,M,W,N,548,20180903
18-109-FI,36,M,W,N,548,20190614
18-110-FI,33,M,W,N,592,20180909
18-110-FI,68,M,B,N,592,20180909
18-111-FI,28,M,B,N,548,20180921
18-111-FI,25,F,B,N,548,20180921
18-116-FI,14,M,B,H,557,20210104
18-116-FI,13,M,B,N,557,20181003
18-116-FI,14,F,B,H,557,20181003
18-116-FI,18,M,B,N,557,20190113
18-112-FI,61,M,B,N,548,20180925
18-112-FI,40,F,W,N,548,20180925
18-113-FI,29,F,B,N,548,20180925
18-113-FI,31,M,B,N,548,20191103
18-113-FI,29,F,B,N,548,20180925
18-113-FI,26,F,B,N,548,20180925
18-114-FI,35,M,B,N,548,20180927
18-114-FI,25,M,B,N,548,20180927
18-114-FI,39,M,B,N,548,20180927
18-115-FI,19,F,B,N,557,20180928
18-115-FI,24,F,B,N,557,20180928
18-115-FI,22,M,B,N,557,20180928
18-115-FI,47,F,B,N,557,20180928
18-117-FI,15,M,B,N,589,20180930
18-117-FI,17,M,B,N,589,20200430
18-117-FI,16,M,B,N,589,20180930
18-117-FI,17,M,B,N,589,20190329
18-118-FI,31,M,B,N,407,20180929
18-119-FI,28,M,B,U,443,20181001
18-119-FI,31,M,B,N,443,20181001
18-120-FI,20,M,B,N,531,20181002
18-120-FI,26,M,B,H,531,20181002
18-121-FI,33,M,B,N,548,20181003
18-122-FI,40,M,W,U,548,20181004
18-125-FI,21,M,B,N,548,20181008
18-125-FI,21,F,B,N,548,20181008
18-125-FI,42,F,B,N,548,20181008
18-123-FI,23,M,B,N,548,20181007
18-123-FI,18,F,B,N,548,20181007
18-124-FI,25,M,B,N,548,20181007
18-124-FI,28,M,B,N,548,20181007
18-124-FI,29,M,B,N,548,20181016
18-124-FI,25,M,B,N,548,20181125
18-124-FI,27,M,B,N,548,20181125
18-126-FI,36,M,W,N,548,20181014
18-126-FI,44,M,B,N,548,20181014
18-126-FI,56,M,B,N,548,20181014
18-127-FI,26,M,B,N,535,20181015
18-127-FI,54,F,W,H,535,20181024
18-128-FI,32,M,B,N,506,20181018
18-129-FI,21,F,W,N,592,20181021
18-129-FI,18,F,W,N,592,20181021
18-129-FI,49,F,U,U,592,20181021
18-130-FI,75,M,W,N,548,20181022
18-130-FI,22,M,B,N,548,20181022
18-130-FI,21,M,W,N,548,20181025
18-131-FI,17,M,B,N,375,20181026
18-131-FI,18,M,W,N,375,20181026
18-131-FI,17,M,B,N,375,20181026
18-131-FI,16,M,B,N,375,20181026
18-132-FI,25,F,B,N,535,20181102
18-132-FI,22,M,B,N,535,20181102
18-132-FI,20,M,B,N,535,20181102
18-132-FI,23,M,B,N,535,20181102
18-133-FI,30,M,B,N,535,20181104
18-133-FI,58,F,B,N,535,20181104
18-133-FI,29,F,B,N,535,20181104
18-134-FI,26,M,B,N,503,20181105
18-135-FI,21,M,B,N,506,20181105
18-135-FI,27,M,B,N,506,20181105
18-135-FI,22,M,B,N,506,20181105
18-136-FI,27,M,B,N,506,20181105
18-137-FI,27,M,B,N,506,20181107
18-140-FI,23,M,B,N,506,20181107
18-141-FI,23,M,B,N,506,20181107
18-141-FI,27,M,B,N,506,20181107
18-142-FI,36,M,B,N,506,20181107
18-142-FI,21,M,B,N,506,20181107
18-143-FI,,M,B,N,535,20190814
18-143-FI,61,M,B,N,535,20181115
18-143-FI,26,M,B,N,535,20181115
18-143-FI,23,M,B,N,535,20181115
18-143-FI,00,M,B,N,535,20181202
18-143-FI,41,F,B,N,535,20181202
18-143-FI,27,M,B,N,535,20181215
18-143-FI,28,M,B,N,535,20190114
18-143-FI,31,M,B,N,535,20190114
18-143-FI,57,F,W,N,548,20190116
18-143-FI,36,M,W,N,548,20190116
18-143-FI,18,F,B,N,548,20190116
18-143-FI,18,M,B,N,535,20190126
18-144-FI,24,M,B,N,506,20181111
18-144-FI,23,M,B,N,506,20181111
18-144-FI,23,M,B,N,506,20181111
18-145-FI,32,M,B,N,506,20181112
18-146-FI,40,M,B,H,544,20181113
18-147-FI,28,M,B,N,503,20181119
18-147-FI,35,M,B,N,503,20181119
18-147-FI,42,M,B,N,503,20181119
18-148-FI,21,M,B,N,586,20181121
18-149-FI,27,M,W,N,548,20181121
18-149-FI,53,F,W,N,548,20181121
18-150-FI,25,M,B,N,548,20181124
18-150-FI,30,F,U,H,548,20181124
18-151-FI,54,M,W,N,548,20181124
18-152-FI,36,M,B,N,544,20181126
18-154-FI,21,M,B,N,553,20181202
18-154-FI,21,M,B,N,553,20190913
18-154-FI,20,M,B,N,553,20190226
18-155-FI,53,M,W,H,506,20181203
18-155-FI,00,M,W,N,506,20181203
18-153-FI,32,F,W,N,548,20181202
18-153-FI,36,M,W,N,548,20181202
18-153-FI,35,F,W,N,548,20181202
18-156-FI,27,M,B,N,506,20181204
18-157-FI,19,M,B,N,506,20190602
18-158-FI,20,M,B,N,506,20181206
18-158-FI,26,M,B,N,506,20181206
18-158-FI,21,M,B,N,506,20181206
18-159-FI,29,M,B,N,506,20181206
18-160-FI,57,M,W,N,548,20181208
18-161-FI,62,M,W,N,544,20181208
18-162-FI,20,M,B,N,506,20181210
18-162-FI,21,M,B,N,506,20181210
18-162-FI,18,F,W,N,506,20181210
18-163-FI,19,M,B,N,506,20181211
18-163-FI,19,M,B,N,506,20190602
18-164-FI,32,F,W,N,506,20181211
18-165-FI,21,M,B,N,506,20181214
18-165-FI,26,M,B,N,506,20181214
18-166-FI,42,M,W,N,506,20181214
18-166-FI,30,M,W,N,506,20181214
18-166-FI,25,M,W,N,506,20181214
18-166-FI,34,M,W,N,506,20181214
18-167-FI,27,M,B,N,535,20181220
18-167-FI,00,U,U,N,535,20181220
18-168-FI,24,M,B,N,507,20181227
18-168-FI,25,M,B,N,507,20181227
18-168-FI,23,M,B,N,507,20181227
18-169-FI,25,M,B,N,506,20181227
18-170-FI,18,M,B,N,506,20181228
18-170-FI,20,M,B,N,506,20181228
18-170-FI,19,M,B,N,506,20181228
18-171-FI,23,M,B,N,506,20181230
19-6-FI,26,M,B,N,587,20190105
19-6-FI,23,M,B,N,587,20191113
19-6-FI,22,M,B,N,587,20190925
19-1-FI,21,F,B,N,535,20190104
19-1-FI,24,M,B,N,535,20190104
19-2-FI,49,M,B,N,482,20190104
19-2-FI,41,F,B,N,482,20190104
19-3-FI,23,M,B,N,535,20190104
19-3-FI,42,F,B,N,535,20190104
19-5-FI,26,F,B,N,548,20190108
19-8-FI,54,M,B,N,592,20190107
19-8-FI,49,F,W,H,592,20190108
19-8-FI,52,M,B,N,592,20190108
19-9-FI,26,M,B,N,557,20190108
19-9-FI,26,M,B,N,557,20190108
19-9-FI,34,M,B,N,557,20190108
19-9-FI,19,M,B,N,557,20190108
19-10-FI,20,M,B,N,592,20190109
19-10-FI,20,M,B,N,592,20190109
19-10-FI,20,M,B,N,592,20190109
19-10-FI,18,M,B,N,592,20190516
19-11-FI,26,M,B,N,548,20190109
19-11-FI,28,M,B,N,548,20190109
19-11-FI,20,F,W,N,548,20190109
19-11-FI,,M,B,N,548,20190814
19-11-FI,29,M,B,N,548,20190216
19-11-FI,22,F,B,N,548,20190216
19-12-FI,30,M,B,N,506,20190111
19-12-FI,32,M,B,N,506,20190111
19-12-FI,23,M,B,N,506,20190111
19-13-FI,22,M,B,N,506,20190112
19-13-FI,22,M,B,N,506,20190112
19-14-FI,35,M,B,N,573,20190112
19-14-FI,59,M,B,N,573,20190112
19-15-FI,30,M,B,N,389,20190113
19-16-FI,16,M,W,N,557,20190114
19-16-FI,17,M,B,N,557,20190114
19-16-FI,18,M,B,N,557,20190116
19-16-FI,21,M,W,N,557,20190116
19-16-FI,15,F,B,N,557,20190116
19-16-FI,18,M,B,N,557,20190626
19-17-FI,59,F,W,N,535,20190120
19-17-FI,32,F,W,N,535,20190120
19-17-FI,23,M,B,N,535,20190120
19-17-FI,48,F,W,N,535,20190120
19-17-FI,68,M,W,N,535,20190120
19-18-FI,23,M,B,N,506,20190116
19-20-FI,32,M,B,N,592,20190121
19-20-FI,26,M,B,N,592,20190121
19-21-FI,17,M,B,N,557,20190122
19-21-FI,16,M,W,N,557,20190122
19-21-FI,17,M,B,N,557,20190122
19-21-FI,21,M,B,N,557,20190122
19-21-FI,16,M,B,N,557,20190122
19-21-FI,17,M,B,N,557,20200430
19-22-FI,31,M,B,N,389,20190123
19-24-FI,41,M,W,N,317,20190125
19-25-FI,20,F,B,N,591,20190125
19-25-FI,26,M,B,N,591,20190125
19-25-FI,23,M,B,N,591,20190125
19-26-FI,33,M,B,N,407,20190128
19-26-FI,28,M,B,N,407,20190128
19-26-FI,30,F,B,N,407,20190128
19-26-FI,30,F,B,N,407,20190128
19-26-FI,37,M,B,N,407,20190128
19-26-FI,25,M,B,N,407,20190128
19-26-FI,28,M,B,N,407,20190128
19-26-FI,25,F,B,N,407,20190128
19-28-FI,23,M,B,N,557,20190206
19-29-FI,25,F,B,N,548,20190211
19-29-FI,28,M,B,N,548,20190211
19-31-FI,00,U,U,N,535,20190215
19-31-FI,75,M,W,N,535,20190215
19-31-FI,22,M,W,N,535,20190215
19-31-FI,21,M,B,N,535,20190215
19-31-FI,48,F,B,N,535,20190215
19-32-FI,50,F,W,N,544,20190218
19-32-FI,54,M,B,N,544,20190218
19-32-FI,26,M,B,H,544,20190218
19-33-FI,25,M,B,N,557,20190214
19-33-FI,26,M,B,N,557,20190214
19-33-FI,21,M,B,N,557,20190214
19-33-FI,27,M,B,N,557,20190214
19-33-FI,24,M,B,N,548,20190414
19-34-FI,30,M,B,N,443,20190220
19-35-FI,53,M,B,N,586,20190220
19-35-FI,21,F,B,N,586,20190220
19-36-FI,21,F,B,N,548,20190228
19-36-FI,25,M,B,N,548,20190228
19-37-FI,53,M,W,H,592,20190303
19-37-FI,28,M,W,H,592,20190418
19-37-FI,29,M,U,U,592,20190303
19-37-FI,35,M,W,H,548,20190418
19-37-FI,56,F,W,H,548,20190418
19-38-FI,29,M,B,H,535,20190303
19-38-FI,25,F,B,N,535,20190303
19-38-FI,48,F,B,N,535,20190422
19-38-FI,50,F,W,N,535,20190422
19-38-FI,23,M,B,N,535,20190422
19-38-FI,26,M,B,N,548,20190422
19-38-FI,29,M,B,N,548,20190422
19-38-FI,22,M,B,N,535,20190422
19-39-FI,37,M,W,N,535,20190303
19-39-FI,40,M,W,N,535,20190308
19-39-FI,38,M,W,N,535,20190308
19-39-FI,34,F,W,N,535,20190308
19-39-FI,38,M,W,N,535,20190308
19-40-FI,53,M,W,N,548,20190306
19-41-FI,40,M,B,N,506,20190306
19-41-FI,32,M,B,N,506,20191217
19-42-FI,36,M,B,N,544,20190308
19-42-FI,41,M,B,N,544,20190308
19-43-FI,30,M,W,N,544,20190308
19-44-FI,36,M,W,N,586,20190310
19-45-FI,21,M,W,N,506,20201211
19-45-FI,20,M,B,N,506,20190309
19-46-FI,26,M,B,N,506,20190311
19-46-FI,27,M,B,U,506,20190311
19-48-FI,30,M,B,N,479,20190314
19-48-FI,22,M,B,N,479,20190314
19-48-FI,22,M,B,N,479,20190314
19-47-FI,45,M,B,H,548,20190314
19-47-FI,20,M,W,H,548,20190314
19-47-FI,42,F,W,H,548,20190314
19-49-FI,20,M,B,N,506,20190318
19-49-FI,21,M,B,N,506,20190318
19-49-FI,21,M,B,N,506,20190318
19-49-FI,21,M,B,H,506,20190318
19-50-FI,22,M,W,N,506,20190318
19-50-FI,21,M,B,N,506,20190318
19-50-FI,22,M,B,N,506,20190318
19-51-FI,27,F,W,N,548,20190324
19-51-FI,24,M,W,N,548,20190324
19-51-FI,39,M,W,H,548,20190324
19-52-FI,52,M,B,N,592,20190326
19-52-FI,36,F,W,N,592,20190326
19-52-FI,45,F,W,N,592,20190326
19-54-FI,23,M,B,N,548,20190328
19-54-FI,21,F,B,N,548,20190328
19-54-FI,21,F,B,H,548,20190328
19-53-FI,28,M,W,H,535,20190329
19-53-FI,27,M,B,N,535,20190329
19-53-FI,69,F,B,N,535,20190329
19-53-FI,26,M,B,N,535,20190329
19-55-FI,43,M,W,N,548,20190330
19-61-FI,26,M,B,N,535,20190420
19-57-FI,20,M,W,H,535,20190420
19-57-FI,20,F,W,H,535,20190420
19-57-FI,27,M,B,N,535,20190420
19-57-FI,26,M,B,N,535,20190420
19-57-FI,43,F,W,N,535,20190420
19-58-FI,22,M,B,N,559,20190410
19-58-FI,22,M,B,U,559,20190410
19-59-FI,18,F,B,H,557,20190416
19-59-FI,21,M,B,U,557,20200502
19-60-FI,53,F,W,N,548,20190419
19-60-FI,39,M,W,N,548,20190419
19-60-FI,58,M,W,N,548,20190419
19-62-FI,18,M,B,N,553,20190424
19-62-FI,22,M,B,N,553,20190424
19-62-FI,19,M,B,N,553,20190828
19-63-FI,26,M,B,N,563,20190426
19-63-FI,27,F,B,N,563,20190426
19-64-FI,26,M,U,H,347,20190508
19-65-FI,21,M,B,N,503,20190427
19-65-FI,19,M,B,H,503,20190427
19-66-FI,31,M,B,N,506,20190427
19-67-FI,32,M,W,H,586,20190428
19-67-FI,24,M,B,H,586,20190428
19-69-FI,39,M,B,N,608,20190502
19-69-FI,30,F,W,N,608,20190502
19-69-FI,19,F,W,N,608,20190502
19-75-FI,26,M,B,N,535,20190521
19-75-FI,00,U,U,U,535,20190521
19-70-FI,18,M,B,H,557,20190510
19-70-FI,18,M,B,H,557,20190510
19-70-FI,19,M,B,H,557,20190510
19-70-FI,20,M,B,N,557,20190510
19-70-FI,20,M,B,N,557,20190510
19-71-FI,44,M,B,H,597,20190510
19-71-FI,39,F,W,N,597,20190510
19-71-FI,60,F,B,N,597,20190510
19-72-FI,26,M,B,N,506,20190514
19-72-FI,27,M,B,H,506,20190514
19-73-FI,23,M,B,H,586,20190516
19-74-FI,29,M,B,N,506,20190516
19-76-FI,24,F,W,N,548,20190524
19-76-FI,33,M,W,H,548,20190526
19-77-FI,20,M,B,N,548,20190526
19-77-FI,26,M,B,N,548,20190526
19-78-FI,32,M,B,N,506,20191217
19-78-FI,39,M,B,N,506,20190527
19-79-FI,21,M,B,N,506,20190529
19-79-FI,18,M,B,H,506,20190529
19-79-FI,19,F,B,N,506,20190529
19-80-FI,26,M,B,N,506,20190529
19-80-FI,23,M,B,N,506,20190529
19-80-FI,23,M,B,N,506,20190529
19-81-FI,23,M,B,N,592,20190602
19-81-FI,42,M,B,N,592,20190602
19-82-FI,25,F,B,N,544,20190614
19-82-FI,58,M,B,N,544,20190614
19-82-FI,23,M,B,N,544,20190614
19-83-FI,22,M,B,N,585,20190616
19-83-FI,23,M,B,N,585,20190616
19-92-FI,16,M,B,H,557,20190621
19-92-FI,19,M,B,N,557,20190621
19-84-FI,37,M,W,N,592,20190619
19-84-FI,24,M,B,N,592,20190619
19-84-FI,29,F,W,N,592,20190619
19-85-FI,23,M,B,N,547,20190619
19-85-FI,20,M,A,N,547,20190619
19-87-FI,52,M,B,N,506,20190620
19-88-FI,27,M,B,N,506,20190620
19-89-FI,50,F,B,N,506,20190620
19-89-FI,47,M,B,N,506,20190620
19-90-FI,43,M,B,N,506,20190620
19-91-FI,39,M,B,N,559,20190620
19-91-FI,37,M,B,N,559,20190620
19-93-FI,21,M,W,N,548,20190624
19-93-FI,22,M,W,N,548,20210706
19-93-FI,62,F,W,N,548,20190624
19-93-FI,23,F,W,N,548,20190624
19-94-FI,30,F,B,N,548,20200512
19-94-FI,23,F,B,H,548,20190625
19-94-FI,28,F,W,N,548,20190625
19-94-FI,27,F,B,N,548,20190625
19-94-FI,63,F,W,H,548,20190625
19-94-FI,40,F,B,H,548,20190625
19-94-FI,38,M,B,H,548,20190625
19-96-FI,25,F,B,N,506,20190628
19-96-FI,29,M,B,N,506,20190628
19-97-FI,30,F,B,N,506,20190702
19-98-FI,25,F,B,N,592,20190703
19-98-FI,22,M,B,N,592,20190703
19-98-FI,60,M,B,N,592,20190703
19-98-FI,22,M,B,U,592,20190703
19-98-FI,24,M,B,N,592,20190703
19-99-FI,30,M,B,N,548,20190706
19-99-FI,24,M,B,N,548,20190706
19-99-FI,30,M,B,N,548,20190706
19-99-FI,28,M,B,N,548,20190706
19-100-FI,27,M,B,N,548,20190707
19-100-FI,23,M,B,N,548,20190707
19-100-FI,24,M,B,N,548,20190707
19-100-FI,27,M,B,N,548,20190707
19-100-FI,49,F,B,N,548,20190707
19-100-FI,32,M,B,N,548,20190707
19-101-FI,17,M,B,N,506,20190707
19-101-FI,18,M,B,U,506,20190818
19-101-FI,27,M,B,N,506,20190707
19-101-FI,17,M,B,N,506,20190707
19-103-FI,22,M,B,N,506,20190710
19-103-FI,22,M,B,N,506,20190710
19-103-FI,21,M,B,N,506,20190710
19-103-FI,21,M,B,N,506,20190710
19-104-FI,27,M,W,N,389,20190712
19-105-FI,67,F,W,N,548,20190713
19-105-FI,18,M,W,N,548,20190713
19-105-FI,53,M,W,N,548,20190713
19-106-FI,18,M,B,N,557,20190713
19-106-FI,19,M,B,N,557,20190713
19-106-FI,18,M,B,N,557,20190713
19-106-FI,19,M,B,N,557,20190713
19-107-FI,23,F,B,N,548,20190715
19-108-FI,39,M,W,N,317,20190715
19-109-FI,17,M,B,N,587,20190814
19-109-FI,16,M,B,N,587,20190718
19-109-FI,14,M,B,N,587,20190718
19-109-FI,16,M,B,H,587,20190718
19-110-FI,16,M,B,N,532,20190718
19-110-FI,14,M,B,N,532,20190718
19-110-FI,12,M,W,H,532,20200313
19-110-FI,19,M,B,N,532,20190718
19-110-FI,17,M,B,N,532,20190718
19-111-FI,48,F,U,U,496,20190721
19-112-FI,32,M,B,N,559,20190721
19-112-FI,36,M,B,N,559,20190721
19-113-FI,33,M,B,N,557,20190722
19-114-FI,17,M,B,N,506,20190726
19-114-FI,32,M,B,H,506,20190726
19-114-FI,33,M,B,H,506,20190726
19-119-FI,16,M,B,N,506,20211017
19-119-FI,26,M,B,N,506,20190731
19-119-FI,16,M,B,N,506,20190731
19-116-FI,32,M,B,N,535,20190801
19-116-FI,29,F,B,N,535,20190801
19-116-FI,33,M,B,N,535,20190801
19-117-FI,24,M,B,N,535,20190805
19-117-FI,27,F,W,N,535,20190805
19-118-FI,13,M,B,H,506,20200213
19-118-FI,44,M,B,H,506,20190731
19-120-FI,33,M,W,H,506,20190902
19-121-FI,33,M,B,N,548,20190802
19-121-FI,32,M,B,N,548,20190802
19-121-FI,31,M,B,N,548,20190802
19-122-FI,20,M,B,H,557,20190810
19-122-FI,21,M,B,N,557,20190810
19-122-FI,18,M,B,H,557,20190810
19-123-FI,33,M,B,N,347,20190806
19-125-FI,34,M,B,N,548,20190809
19-125-FI,30,M,B,N,548,20190809
19-125-FI,43,M,B,N,548,20190809
19-125-FI,18,F,B,N,548,20190809
19-126-FI,23,M,B,N,555,20190807
19-128-FI,33,M,W,N,544,20190811
19-128-FI,28,F,W,H,544,20190811
19-129-FI,19,M,B,N,559,20190814
19-129-FI,23,M,B,N,559,20190814
19-130-FI,18,M,B,N,503,20190819
19-130-FI,18,M,B,N,503,20190819
19-130-FI,17,M,B,N,503,20190819
19-130-FI,34,F,B,N,503,20190819
19-131-FI,34,M,B,N,569,20190817
19-132-FI,25,M,B,N,557,20190819
19-132-FI,22,M,B,N,557,20190819
19-134-FI,36,M,W,N,463,20190822
19-135-FI,48,M,W,N,463,20190822
19-136-FI,22,F,B,N,463,20190822
19-137-FI,52,M,W,N,463,20190822
19-138-FI,46,F,B,N,463,20190822
19-139-FI,22,M,B,U,437,20190822
19-139-FI,21,M,B,N,437,20190822
19-141-FI,21,F,W,N,347,20190828
19-141-FI,39,F,W,N,347,20190828
19-141-FI,60,M,B,N,347,20190828
19-142-FI,18,M,B,N,380,20191029
19-143-FI,22,M,B,H,548,20190828
19-143-FI,22,M,B,N,548,20190828
19-143-FI,54,M,B,N,548,20190828
19-144-FI,19,M,B,N,380,20211129
19-145-FI,51,M,W,N,405,20190828
19-145-FI,33,F,W,N,405,20190828
19-146-FI,36,M,W,N,372,20190828
19-146-FI,43,M,W,N,372,20190828
19-147-FI,53,M,B,N,420,20190828
19-147-FI,50,F,W,H,420,20190828
19-148-FI,54,M,W,N,372,20190828
19-150-FI,47,M,W,N,420,20190828
19-150-FI,33,F,B,N,420,20190828
19-150-FI,28,F,W,N,420,20190828
19-150-FI,44,F,W,N,420,20190828
19-150-FI,47,M,W,N,420,20190828
19-150-FI,28,F,W,N,420,20190828
19-150-FI,32,M,A,N,420,20190828
19-150-FI,33,F,W,N,420,20190828
19-152-FI,36,M,B,N,405,20190829
19-153-FI,27,M,B,H,548,20190830
19-153-FI,24,M,B,N,548,20190830
19-153-FI,26,M,B,H,548,20190830
19-153-FI,60,M,B,N,548,20190830
19-154-FI,20,M,B,U,437,20190903
19-154-FI,21,M,B,U,437,20190903
19-155-FI,22,F,B,N,437,20190903
19-156-FI,29,M,B,N,345,20190905
19-156-FI,22,M,W,N,345,20190905
19-156-FI,21,M,B,N,345,20190905
19-157-FI,22,M,B,N,557,20190905
19-157-FI,20,F,B,N,557,20190905
19-157-FI,25,F,B,N,557,20190905
19-200-FI,19,M,B,N,492,20191204
19-200-FI,21,M,B,N,492,20191204
19-158-FI,18,M,B,N,569,20190916
19-158-FI,21,M,B,N,569,20190916
19-161-FI,24,M,B,N,389,20190920
19-162-FI,34,M,B,N,389,20190920
19-163-FI,27,F,B,N,389,20190920
19-165-FI,29,M,B,N,569,20190924
19-165-FI,34,M,B,H,569,20190924
19-165-FI,26,M,B,N,569,20190924
19-165-FI,29,M,B,N,569,20190924
19-166-FI,29,M,B,N,331,20190927
19-168-FI,27,M,B,N,592,20190929
19-167-FI,31,M,B,N,592,20200116
19-167-FI,37,M,B,N,592,20190929
19-167-FI,30,F,B,N,592,20190929
19-169-FI,23,M,B,N,506,20191003
19-169-FI,19,M,B,N,506,20211017
19-170-FI,49,M,W,H,492,20191003
19-170-FI,21,M,W,H,492,20191003
19-170-FI,20,F,W,H,492,20191003
19-171-FI,15,M,B,N,608,20191004
19-171-FI,15,M,B,U,608,20191004
19-171-FI,17,M,B,H,608,20191004
19-171-FI,15,M,B,N,608,20191209
19-171-FI,16,M,B,N,608,20191004
19-171-FI,18,M,U,U,608,20191004
19-171-FI,18,M,B,U,608,20191004
19-171-FI,15,M,B,N,608,20211128
19-171-FI,16,M,B,U,608,20191004
19-174-FI,16,M,B,N,608,20191008
19-175-FI,15,M,B,N,608,20191209
19-176-FI,15,M,B,U,608,20191008
19-177-FI,17,M,B,H,608,20191008
19-178-FI,16,M,B,U,608,20191008
19-179-FI,18,M,B,U,608,20191008
19-180-FI,18,M,B,U,608,20191008
19-181-FI,15,M,B,N,608,20191008
19-172-FI,27,M,B,N,562,20191006
19-172-FI,18,M,W,H,562,20191006
19-172-FI,21,M,B,N,562,20191006
19-173-FI,51,F,B,N,586,20191007
19-182-FI,22,M,B,N,559,20191010
19-183-FI,30,F,W,N,548,20191011
19-184-FI,26,M,B,N,592,20191017
19-185-FI,22,M,B,N,389,20191017
19-186-FI,18,M,B,N,569,20191029
19-187-FI,26,M,B,N,535,20191024
19-187-FI,24,F,B,N,535,20191024
19-187-FI,48,F,B,N,535,20191024
19-187-FI,27,M,B,N,535,20191024
19-187-FI,21,M,B,N,535,20191024
19-188-FI,33,M,B,N,557,20191101
19-190-FI,28,M,B,N,573,20191113
19-189-FI,30,M,B,N,569,20191110
19-189-FI,21,M,B,N,569,20191110
19-189-FI,22,M,B,N,569,20191110
19-189-FI,26,M,B,N,569,20191110
19-191-FI,41,F,W,N,548,20191115
19-191-FI,37,F,W,N,548,20191115
19-191-FI,31,M,W,N,548,20191115
19-191-FI,29,F,W,N,548,20191115
19-192-FI,19,M,B,N,569,20191116
19-193-FI,35,M,B,N,551,20191120
