IncidentNum,Age,Sex,Race,Ethnicity,CreatedID,ModifiedDate
19-193-FI,28,F,B,N,551,20191120
19-194-FI,24,F,B,N,614,20191202
19-194-FI,25,F,B,N,614,20191202
19-195-FI,16,M,W,N,506,20191123
19-195-FI,18,M,W,N,506,20191123
19-195-FI,17,M,B,N,506,20191123
19-195-FI,16,M,B,N,506,20201219
19-195-FI,16,M,W,N,506,20191123
19-196-FI,30,F,W,N,535,20191124
19-196-FI,21,M,B,N,535,20191124
19-197-FI,35,M,B,N,592,20191127
19-197-FI,35,M,W,N,592,20191127
19-198-FI,18,M,W,H,535,20191130
19-198-FI,19,M,B,N,535,20191130
19-198-FI,00,M,B,N,535,20191130
19-199-FI,28,M,B,N,559,20191130
19-199-FI,23,M,B,N,559,20191130
19-199-FI,26,M,B,N,559,20191130
19-199-FI,,F,B,H,559,20211127
19-201-FI,21,M,B,N,557,20191206
19-202-FI,38,M,B,N,506,20191209
19-202-FI,53,M,W,N,506,20191209
19-203-FI,26,M,B,N,592,20191210
19-203-FI,39,M,W,N,592,20191210
19-203-FI,56,F,W,N,592,20191210
19-204-FI,35,M,B,N,506,20191210
19-204-FI,28,M,B,N,506,20191210
19-205-FI,59,M,W,U,345,20191212
19-206-FI,22,M,B,N,506,20191216
19-207-FI,22,M,W,N,506,20191216
19-207-FI,23,M,B,N,506,20191216
19-207-FI,22,M,B,N,506,20191216
19-208-FI,22,M,B,N,557,20191226
19-208-FI,26,F,B,N,557,20191226
19-208-FI,27,F,B,H,557,20191226
19-209-FI,17,M,B,N,614,20191228
19-209-FI,17,M,B,N,614,20191228
19-209-FI,15,M,B,N,614,20191228
19-210-FI,26,M,W,N,548,20191228
19-210-FI,29,M,W,N,548,20191228
20-1-FI,21,M,B,N,569,20200102
20-3-FI,19,M,B,U,555,20200106
20-3-FI,27,M,B,U,555,20200106
20-3-FI,20,F,B,H,555,20200106
20-3-FI,16,F,B,U,555,20200106
20-5-FI,29,F,B,N,569,20200110
20-5-FI,31,M,B,N,569,20200110
20-5-FI,23,M,B,N,569,20200110
20-6-FI,30,M,B,U,348,20200115
20-7-FI,35,M,W,N,535,20200120
20-7-FI,35,F,W,N,535,20200120
20-8-FI,18,M,B,N,569,20200122
20-8-FI,19,F,W,N,569,20200122
20-11-FI,35,M,B,N,569,20200203
20-11-FI,21,M,B,N,569,20200203
20-11-FI,21,M,B,N,569,20200203
20-11-FI,19,M,B,N,569,20200203
20-12-FI,23,M,W,H,592,20200205
20-12-FI,24,M,B,N,592,20200205
20-12-FI,26,F,B,H,592,20200206
20-13-FI,27,M,B,N,559,20200205
20-13-FI,20,M,U,U,559,20200205
20-13-FI,20,M,B,N,559,20200205
20-14-FI,24,M,W,N,405,20200210
20-14-FI,22,M,B,N,405,20200210
20-14-FI,21,M,B,N,405,20200210
20-15-FI,24,M,B,N,557,20200222
20-15-FI,28,M,B,N,557,20200222
20-15-FI,24,M,B,N,557,20200222
20-16-FI,20,F,B,N,548,20200226
20-16-FI,20,M,B,N,548,20200226
20-16-FI,24,M,W,N,548,20200226
20-16-FI,48,F,B,N,548,20200226
20-17-FI,24,M,B,N,591,20200226
20-18-FI,30,M,B,N,569,20200228
20-18-FI,30,M,B,H,569,20200228
20-18-FI,21,M,B,N,569,20200228
20-19-FI,23,M,W,H,592,20200301
20-19-FI,62,M,W,N,592,20200301
20-19-FI,36,M,B,N,592,20200301
20-20-FI,25,M,B,N,569,20200309
20-20-FI,22,M,B,N,569,20200502
20-20-FI,22,F,B,N,569,20200502
20-21-FI,33,M,B,N,592,20200313
20-22-FI,19,M,B,N,587,20200315
20-22-FI,20,M,B,N,587,20200315
20-22-FI,19,M,B,N,587,20200315
20-23-FI,20,M,B,U,559,20200316
20-24-FI,17,M,W,N,506,20200324
20-24-FI,18,M,W,N,506,20200324
20-24-FI,16,M,B,N,506,20200324
20-24-FI,16,M,B,H,506,20200324
20-24-FI,15,M,B,N,506,20200324
20-25-FI,24,M,B,N,503,20200324
20-25-FI,24,M,B,N,503,20200324
20-26-FI,22,M,B,N,437,20200406
20-26-FI,25,M,B,H,437,20200406
20-26-FI,22,M,B,N,437,20200406
20-26-FI,24,M,B,U,437,20200406
20-27-FI,27,M,B,N,592,20200412
20-27-FI,49,F,W,H,592,20200412
20-29-FI,21,M,B,N,548,20200424
20-29-FI,18,F,B,N,548,20200424
20-29-FI,23,M,B,N,548,20200424
20-29-FI,20,F,B,N,548,20200424
20-30-FI,23,M,B,N,506,20200424
20-30-FI,21,M,B,N,506,20200424
20-30-FI,22,M,B,N,506,20200424
20-30-FI,22,M,B,N,506,20200424
20-30-FI,26,M,B,N,506,20200424
20-31-FI,20,M,B,N,615,20200424
20-31-FI,21,M,B,U,615,20200424
20-31-FI,22,M,B,N,615,20200424
20-32-FI,22,M,B,N,492,20200426
20-32-FI,22,M,B,N,492,20200426
20-32-FI,25,M,B,N,492,20200426
20-33-FI,19,M,B,N,555,20200428
20-33-FI,19,F,W,N,555,20200428
20-34-FI,26,M,B,N,569,20200428
20-34-FI,22,M,B,N,569,20200428
20-35-FI,21,M,B,U,555,20200428
20-35-FI,23,M,B,N,555,20200428
20-35-FI,23,M,W,N,555,20200428
20-36-FI,31,M,U,H,506,20200428
20-37-FI,38,F,B,N,548,20200430
20-37-FI,30,M,B,N,548,20200430
20-37-FI,23,M,B,N,548,20200430
20-37-FI,19,M,B,N,548,20200430
20-38-FI,19,F,B,H,592,20200501
20-38-FI,20,M,B,N,592,20200501
20-38-FI,16,M,B,U,592,20200501
20-39-FI,22,M,B,N,592,20200502
20-39-FI,24,M,B,N,592,20200502
20-41-FI,23,M,B,N,569,20200503
20-41-FI,23,M,B,N,569,20200503
20-41-FI,23,M,B,N,569,20200503
20-40-FI,26,M,B,N,555,20200503
20-40-FI,23,M,B,N,555,20200503
20-42-FI,38,M,B,N,592,20200504
20-43-FI,19,M,W,N,592,20200504
20-43-FI,20,M,B,N,592,20200504
20-43-FI,24,F,B,N,592,20200504
20-44-FI,22,M,B,N,569,20200505
20-44-FI,20,M,B,N,569,20200505
20-44-FI,19,M,B,N,569,20200505
20-45-FI,24,M,B,N,569,20200508
20-46-FI,23,M,B,N,569,20200508
20-46-FI,22,M,B,H,569,20200508
20-47-FI,27,M,B,N,555,20200506
20-47-FI,29,M,B,N,555,20200506
20-47-FI,29,M,B,N,555,20200506
20-49-FI,34,M,B,N,389,20200506
20-50-FI,29,F,W,H,389,20200506
20-51-FI,24,M,B,U,348,20200506
20-51-FI,24,M,B,N,348,20200506
20-52-FI,34,F,U,H,405,20200506
20-53-FI,48,F,B,N,548,20200507
20-53-FI,21,M,B,N,548,20200507
20-53-FI,24,M,B,N,548,20200507
20-54-FI,19,M,B,N,420,20200507
20-54-FI,19,F,W,N,420,20200507
20-55-FI,24,M,W,N,559,20200507
20-55-FI,46,M,B,N,559,20200507
20-56-FI,22,M,B,N,559,20200507
20-56-FI,21,M,B,N,559,20200507
20-57-FI,29,M,B,N,592,20200507
20-58-FI,21,M,B,N,559,20200508
20-58-FI,28,M,B,N,559,20201023
20-59-FI,26,M,B,N,559,20200509
20-59-FI,28,M,B,N,559,20201023
20-59-FI,21,M,B,N,559,20200509
20-60-FI,24,M,B,U,592,20200509
20-61-FI,29,M,B,N,559,20200510
20-61-FI,24,M,B,N,559,20200510
20-61-FI,21,M,B,N,559,20200510
20-61-FI,28,M,B,N,559,20200510
20-62-FI,18,M,W,H,555,20200511
20-62-FI,17,M,B,U,555,20200511
20-62-FI,19,M,B,N,555,20200511
20-63-FI,32,M,B,N,443,20200512
20-63-FI,34,M,B,N,443,20200512
20-64-FI,32,M,W,N,548,20200512
20-64-FI,31,F,W,N,548,20200512
20-65-FI,34,F,B,N,389,20200512
20-66-FI,41,M,B,N,592,20200513
20-67-FI,39,F,W,N,548,20200514
20-67-FI,54,M,W,N,548,20200514
20-67-FI,51,M,W,N,548,20200514
20-67-FI,50,M,B,N,548,20200514
20-67-FI,52,M,W,N,548,20200514
20-68-FI,20,M,B,N,506,20200514
20-68-FI,24,M,B,N,506,20200514
20-68-FI,18,M,B,N,506,20200514
20-68-FI,20,M,B,N,506,20200514
20-69-FI,31,M,B,N,334,20200514
20-70-FI,41,M,B,N,557,20200514
20-70-FI,41,M,B,N,557,20200514
20-71-FI,41,F,W,N,348,20200514
20-71-FI,51,M,W,N,348,20200514
20-72-FI,22,M,W,N,350,20200514
20-73-FI,25,M,B,N,405,20200514
20-73-FI,33,M,B,N,405,20200514
20-73-FI,33,M,U,N,405,20200514
20-74-FI,18,M,B,N,592,20200519
20-74-FI,23,M,B,N,592,20200519
20-76-FI,34,F,W,N,548,20200517
20-76-FI,42,M,W,N,548,20200517
20-77-FI,23,M,W,N,557,20200520
20-77-FI,23,M,B,N,557,20200520
20-77-FI,23,M,B,N,557,20200520
20-77-FI,23,M,B,N,557,20200520
20-78-FI,20,M,B,N,592,20200520
20-79-FI,23,M,B,N,557,20200523
20-79-FI,23,M,B,N,557,20200523
20-79-FI,26,M,B,N,557,20200523
20-79-FI,25,F,B,N,557,20200523
20-81-FI,20,M,B,N,559,20200526
20-82-FI,22,M,B,N,559,20200525
20-82-FI,20,M,B,N,559,20200525
20-82-FI,22,M,B,N,559,20200525
20-83-FI,22,M,B,N,592,20200525
20-83-FI,22,M,B,N,592,20200525
20-83-FI,20,M,W,H,592,20200525
20-83-FI,22,M,B,U,592,20200526
20-84-FI,19,M,W,N,559,20200526
20-84-FI,18,M,B,N,559,20200526
20-84-FI,18,M,B,N,559,20200526
20-84-FI,18,M,U,U,559,20200526
20-84-FI,19,M,B,N,559,20200526
20-85-FI,25,M,B,N,559,20200531
20-85-FI,26,M,B,H,559,20200531
20-86-FI,21,M,B,N,389,20200529
20-86-FI,18,M,B,N,389,20200529
20-86-FI,21,M,B,N,389,20200529
20-86-FI,22,M,B,N,389,20200529
20-87-FI,26,M,B,N,587,20200530
20-87-FI,26,M,B,N,587,20200530
20-88-FI,21,M,B,N,587,20200530
20-89-FI,20,M,B,N,587,20200604
20-90-FI,22,M,B,H,592,20200607
20-91-FI,25,M,B,N,569,20200610
20-92-FI,23,F,B,N,627,20200612
20-92-FI,36,F,W,N,627,20200612
20-92-FI,55,M,B,N,627,20200612
20-99-FI,20,M,B,N,569,20200621
20-99-FI,21,M,B,N,569,20200621
20-99-FI,23,M,B,N,569,20200621
20-94-FI,28,M,B,N,482,20200615
20-96-FI,21,M,B,N,592,20200615
20-97-FI,28,M,B,N,587,20200617
20-97-FI,37,M,B,N,587,20200617
20-98-FI,31,M,B,N,592,20200618
20-101-FI,26,M,B,N,557,20200701
20-100-FI,19,M,B,N,557,20200701
20-100-FI,18,M,B,N,557,20200701
20-102-FI,19,M,B,N,557,20200703
20-102-FI,19,M,B,N,557,20200703
20-102-FI,19,M,B,N,557,20200703
20-102-FI,18,M,B,N,557,20200703
20-103-FI,26,M,B,N,557,20200704
20-103-FI,24,M,B,N,557,20200704
20-103-FI,34,F,W,N,557,20200704
20-104-FI,25,M,B,N,587,20200710
20-105-FI,35,M,B,N,587,20200710
20-106-FI,35,M,B,N,592,20200709
20-107-FI,20,M,B,N,557,20200721
20-107-FI,26,M,B,N,557,20200721
20-108-FI,27,M,B,N,557,20200721
20-108-FI,26,M,B,N,557,20200721
20-108-FI,28,M,B,N,557,20200721
20-108-FI,26,M,B,N,557,20200721
20-108-FI,25,M,B,N,557,20200721
20-109-FI,35,M,W,N,592,20200721
20-109-FI,35,F,W,U,592,20200721
20-110-FI,26,M,B,N,559,20200722
20-111-FI,30,F,B,N,559,20200725
20-112-FI,46,F,W,H,535,20200726
20-112-FI,22,F,W,N,535,20200726
20-112-FI,24,M,B,N,535,20200726
20-113-FI,26,M,B,N,592,20200727
20-113-FI,21,M,B,U,592,20200727
20-114-FI,20,M,B,N,592,20200727
20-114-FI,21,M,B,H,592,20200727
20-115-FI,24,F,W,N,557,20210911
20-116-FI,28,M,B,N,443,20200729
20-116-FI,28,M,B,N,443,20200729
20-116-FI,36,M,B,N,443,20200729
20-116-FI,18,M,B,U,443,20200729
20-117-FI,27,M,B,N,479,20200731
20-122-FI,57,F,B,N,535,20200814
20-122-FI,27,M,B,N,535,20200814
20-118-FI,51,M,W,H,535,20200807
20-118-FI,23,M,B,N,535,20200807
20-118-FI,21,M,B,N,535,20200807
20-119-FI,18,M,B,N,621,20200806
20-119-FI,25,M,B,N,621,20200806
20-119-FI,19,M,B,N,621,20200806
20-121-FI,24,F,W,N,387,20210911
20-121-FI,21,M,B,N,387,20200806
20-123-FI,38,F,B,N,592,20200817
20-123-FI,37,M,B,N,592,20200817
20-124-FI,24,M,B,N,535,20200831
20-124-FI,53,M,W,H,535,20200831
20-125-FI,23,M,B,N,621,20200827
20-126-FI,31,M,B,N,589,20200831
20-127-FI,37,M,W,N,548,20200903
20-129-FI,53,M,B,N,535,20200910
20-129-FI,25,F,B,N,535,20200910
20-129-FI,19,F,W,N,535,20200910
20-131-FI,25,M,B,N,557,20200908
20-133-FI,17,M,B,N,592,20200909
20-133-FI,20,M,W,H,592,20200909
20-133-FI,33,M,W,H,592,20200909
20-134-FI,23,M,B,N,548,20200910
20-134-FI,24,M,W,N,548,20200910
20-134-FI,24,M,B,N,548,20200910
20-135-FI,25,M,B,N,548,20200910
20-137-FI,18,M,B,N,592,20200916
20-137-FI,25,M,B,N,592,20200916
20-138-FI,20,M,B,N,555,20200916
20-138-FI,20,M,B,N,555,20200916
20-139-FI,23,M,B,N,569,20200919
20-142-FI,32,M,B,N,592,20200922
20-142-FI,28,F,B,N,592,20200922
20-143-FI,40,M,B,N,559,20200923
20-144-FI,30,F,B,U,559,20200923
20-144-FI,33,M,B,U,559,20200923
20-145-FI,25,M,B,N,492,20200923
20-146-FI,25,M,B,N,557,20200923
20-146-FI,21,F,B,N,557,20200923
20-146-FI,28,M,B,N,557,20200924
20-146-FI,27,M,B,N,557,20200924
20-147-FI,16,M,B,N,557,20210830
20-147-FI,13,M,B,N,557,20200930
20-147-FI,18,M,B,N,557,20200930
20-148-FI,15,F,B,N,475,20201002
20-148-FI,13,F,W,N,475,20201002
20-148-FI,18,M,W,N,475,20201002
20-149-FI,23,M,B,N,492,20201004
20-149-FI,23,M,B,U,492,20201004
20-151-FI,33,M,W,N,535,20201006
20-151-FI,00,U,U,U,535,20201006
20-152-FI,25,M,B,N,535,20201018
20-152-FI,38,M,B,N,535,20201018
20-152-FI,44,F,B,N,535,20201018
20-154-FI,27,M,B,N,587,20201021
20-154-FI,25,M,B,N,587,20201021
20-154-FI,25,M,B,N,587,20201021
20-155-FI,25,M,B,N,621,20201027
20-156-FI,22,M,W,N,569,20201029
20-156-FI,20,M,B,N,569,20201029
20-157-FI,20,M,B,N,555,20201030
20-157-FI,16,M,B,N,555,20210830
20-157-FI,19,M,B,U,555,20201030
20-158-FI,37,M,B,N,592,20201031
20-158-FI,29,F,W,N,592,20201031
20-159-FI,25,M,B,N,559,20201103
20-159-FI,22,M,B,N,559,20201103
20-161-FI,21,M,B,N,587,20201106
20-161-FI,21,F,B,N,587,20201106
20-161-FI,21,F,B,N,587,20201106
20-161-FI,21,M,B,N,587,20201106
20-163-FI,43,M,W,H,350,20201106
20-164-FI,36,M,W,N,350,20201106
20-165-FI,25,M,B,N,350,20201106
20-165-FI,87,F,W,N,350,20201106
20-166-FI,35,F,W,N,350,20201106
20-167-FI,45,M,W,N,350,20201106
20-167-FI,53,F,W,N,350,20201106
20-167-FI,27,M,B,N,350,20201106
20-168-FI,44,M,B,N,350,20201106
20-168-FI,31,F,W,N,350,20201106
20-168-FI,24,F,W,N,350,20201106
20-169-FI,52,F,W,N,350,20201106
20-162-FI,24,M,B,N,535,20201111
20-162-FI,27,F,B,N,535,20201111
20-162-FI,00,U,U,U,535,20201111
20-170-FI,40,M,B,N,592,20201112
20-170-FI,24,F,B,U,592,20201112
20-171-FI,39,M,B,N,557,20201113
20-171-FI,33,M,B,N,557,20201113
20-171-FI,21,M,B,H,557,20201113
20-174-FI,43,M,W,N,536,20201119
20-175-FI,24,M,B,N,443,20201119
20-176-FI,35,M,W,H,415,20201119
20-176-FI,37,F,W,N,415,20201119
20-177-FI,27,M,B,N,557,20201122
20-177-FI,29,M,B,N,557,20201122
20-178-FI,21,M,B,N,559,20210408
20-178-FI,22,M,B,N,559,20210408
20-179-FI,36,M,B,N,387,20201124
20-180-FI,25,M,B,U,592,20210210
20-180-FI,20,M,W,N,592,20201130
20-181-FI,26,M,B,N,626,20201129
20-181-FI,23,M,B,N,626,20201129
20-181-FI,23,M,B,N,626,20201129
20-181-FI,26,M,B,N,626,20201129
20-182-FI,20,M,W,N,557,20201129
20-182-FI,33,M,B,H,557,20201129
20-182-FI,25,M,B,N,557,20201205
20-182-FI,26,M,B,N,557,20201205
20-182-FI,22,M,B,N,557,20201205
20-183-FI,30,M,W,N,592,20201201
20-184-FI,40,M,B,N,592,20201201
20-184-FI,34,M,W,H,592,20201201
20-185-FI,25,M,B,N,535,20201205
20-185-FI,24,M,B,N,535,20201205
20-185-FI,00,U,U,N,535,20201205
20-185-FI,27,F,B,N,535,20201216
20-187-FI,25,M,B,N,592,20201207
20-187-FI,31,F,B,N,592,20201207
20-188-FI,21,M,B,N,557,20201210
20-188-FI,20,M,B,N,557,20201210
20-188-FI,20,M,B,N,557,20201210
20-188-FI,24,M,B,H,557,20201210
20-191-FI,21,M,W,N,535,20201221
20-191-FI,00,U,U,N,535,20201221
20-191-FI,27,M,B,N,535,20201223
20-191-FI,20,M,B,H,535,20201223
20-189-FI,18,M,B,N,535,20201218
20-189-FI,16,F,W,H,535,20201221
20-189-FI,32,F,B,N,535,20201221
20-190-FI,17,M,B,N,532,20201221
20-192-FI,34,M,B,U,559,20201223
20-193-FI,24,M,B,N,557,20201225
20-194-FI,25,F,B,N,569,20201231
20-194-FI,23,M,B,N,569,20201231
20-194-FI,22,M,B,N,569,20201231
20-194-FI,25,M,B,N,569,20201231
21-1-FI,20,M,B,N,479,20210109
21-2-FI,24,M,B,N,555,20210114
21-2-FI,24,M,B,N,555,20210114
21-3-FI,25,M,B,N,592,20210114
21-3-FI,29,M,B,U,592,20210117
21-5-FI,21,M,B,N,407,20210119
21-5-FI,22,M,B,N,407,20210119
21-5-FI,27,F,B,N,407,20210119
21-4-FI,24,M,B,N,551,20210118
21-4-FI,21,M,B,N,551,20210118
21-6-FI,28,M,U,U,592,20210119
21-6-FI,25,M,U,U,592,20210131
21-7-FI,20,M,B,H,592,20210120
21-7-FI,23,M,W,N,592,20210120
21-7-FI,23,M,B,N,592,20210120
21-8-FI,19,M,B,N,563,20210127
21-8-FI,18,M,B,N,563,20210127
21-9-FI,24,M,B,U,592,20210129
21-9-FI,32,M,B,N,592,20210129
21-9-FI,21,M,B,N,592,20210129
21-9-FI,19,M,B,U,592,20210129
21-10-FI,24,M,B,N,621,20210130
21-10-FI,34,M,B,N,621,20210130
21-10-FI,30,M,B,N,621,20210130
21-10-FI,40,M,B,H,621,20210130
21-10-FI,30,F,B,N,621,20210130
21-11-FI,24,M,B,N,621,20210202
21-11-FI,24,M,B,N,621,20210202
21-12-FI,25,M,B,N,559,20210210
21-12-FI,22,M,B,N,559,20210210
21-13-FI,28,M,B,N,559,20210205
21-14-FI,25,M,B,N,389,20210205
21-15-FI,23,M,B,N,559,20210210
21-15-FI,24,M,B,N,559,20210210
21-15-FI,28,M,B,H,559,20210210
21-16-FI,27,M,B,N,621,20210211
21-16-FI,20,M,B,H,621,20210211
21-17-FI,27,F,W,N,548,20210214
21-17-FI,63,F,W,N,548,20210214
21-17-FI,29,M,B,N,548,20210214
21-19-FI,29,M,B,N,389,20210217
21-19-FI,55,M,B,N,389,20210217
21-20-FI,24,M,B,N,548,20210224
21-20-FI,32,F,W,N,548,20210224
21-22-FI,23,M,B,N,559,20210228
21-22-FI,23,M,B,N,559,20210228
21-22-FI,20,M,W,N,559,20210228
21-22-FI,22,M,B,N,559,20210228
21-24-FI,27,M,B,N,587,20210302
21-24-FI,21,M,B,N,587,20210302
21-24-FI,24,M,B,N,587,20210302
21-25-FI,38,M,W,N,587,20210302
21-25-FI,32,M,W,N,587,20210302
21-26-FI,28,M,B,N,621,20210301
21-26-FI,31,M,B,H,621,20210301
21-26-FI,30,M,B,N,621,20210301
21-28-FI,24,M,B,N,559,20210305
21-28-FI,25,M,B,N,559,20210305
21-28-FI,22,M,B,N,559,20210305
21-29-FI,18,M,W,H,609,20210310
21-29-FI,16,M,B,N,609,20210310
21-29-FI,16,M,B,N,609,20210310
21-30-FI,24,M,B,N,557,20210328
21-30-FI,23,M,B,H,557,20210328
21-31-FI,55,M,W,H,586,20210401
21-32-FI,28,M,B,N,592,20210408
21-32-FI,22,M,B,N,592,20210408
21-32-FI,22,M,B,N,592,20210408
21-33-FI,30,M,B,N,569,20210415
21-33-FI,32,M,B,N,569,20210415
21-34-FI,27,F,B,H,557,20210428
21-34-FI,26,M,B,N,557,20210429
21-35-FI,20,M,B,N,559,20210428
21-37-FI,34,F,B,N,548,20210918
21-37-FI,36,F,W,H,548,20210918
21-37-FI,71,F,W,H,548,20210918
21-36-FI,21,M,B,N,557,20210501
21-38-FI,38,M,W,N,563,20210503
21-39-FI,26,M,B,N,535,20210505
21-39-FI,26,F,W,H,535,20210505
21-40-FI,25,F,B,N,557,20210511
21-40-FI,19,M,B,N,557,20210511
21-40-FI,21,M,B,N,557,20210512
21-41-FI,28,M,B,N,592,20210512
21-42-FI,23,M,P,H,621,20210525
21-42-FI,25,M,W,N,621,20210525
21-43-FI,54,M,W,N,506,20210614
21-45-FI,28,M,B,N,592,20210630
21-46-FI,31,M,B,N,389,20210701
21-47-FI,19,M,U,U,592,20210702
21-47-FI,20,M,U,U,592,20210702
21-47-FI,20,F,W,N,592,20210702
21-47-FI,26,F,B,N,592,20210702
21-50-FI,30,M,B,N,621,20210726
21-50-FI,24,M,B,N,621,20210726
21-51-FI,38,F,B,N,548,20210731
21-51-FI,46,M,B,N,548,20210731
21-51-FI,31,F,W,N,548,20210731
21-52-FI,41,M,W,N,548,20210731
21-52-FI,29,M,W,N,548,20210731
21-53-FI,23,M,B,N,621,20210802
21-54-FI,33,M,W,N,548,20210824
21-54-FI,65,F,W,N,548,20210824
21-55-FI,17,M,B,N,548,20210824
21-55-FI,19,M,B,N,548,20210824
21-55-FI,22,M,B,N,548,20210824
21-55-FI,23,F,B,N,548,20210824
21-55-FI,26,M,W,H,548,20210923
21-55-FI,25,M,B,N,548,20210910
21-57-FI,25,M,W,N,563,20210908
21-58-FI,18,F,B,N,492,20210915
21-58-FI,24,M,B,U,492,20210912
21-58-FI,28,M,B,N,492,20210912
21-58-FI,25,F,B,N,492,20210912
21-58-FI,24,M,B,N,492,20210912
21-58-FI,17,M,B,N,492,20210912
21-60-FI,26,F,B,N,348,20210913
21-61-FI,17,M,B,N,592,20211017
21-61-FI,28,M,B,N,592,20210917
21-61-FI,20,M,W,N,592,20210917
21-63-FI,17,M,B,N,557,20211017
21-63-FI,20,M,W,N,557,20210926
21-63-FI,19,M,W,H,557,20210926
21-63-FI,19,M,B,N,557,20210926
21-64-FI,40,M,B,N,641,20210929
21-64-FI,51,M,B,N,641,20210929
21-64-FI,46,M,B,N,641,20210929
21-65-FI,21,F,W,H,587,20210930
21-65-FI,27,M,B,N,587,20210930
21-65-FI,31,M,B,N,587,20210930
21-66-FI,31,M,B,N,557,20211002
21-66-FI,31,M,B,N,557,20211002
21-67-FI,28,M,B,N,592,20211008
21-67-FI,24,M,B,N,592,20211008
21-69-FI,22,M,W,H,563,20211018
21-69-FI,45,F,B,N,563,20211018
21-71-FI,18,M,B,N,557,20211208
21-71-FI,19,M,B,N,557,20220107
21-71-FI,18,M,B,N,557,20211209
21-72-FI,19,M,B,N,557,20211030
21-72-FI,18,M,B,N,557,20211030
21-72-FI,18,M,B,N,557,20211030
21-72-FI,16,M,B,N,557,20211030
21-72-FI,19,M,B,N,557,20211030
21-72-FI,17,M,B,N,557,20211030
21-72-FI,37,F,B,N,557,20211031
21-73-FI,39,M,B,N,592,20211101
21-74-FI,18,M,B,N,387,20211108
21-74-FI,17,M,B,N,387,20211108
21-74-FI,18,M,B,N,387,20211108
21-74-FI,16,M,B,N,387,20211108
21-77-FI,18,M,W,H,557,20211113
21-77-FI,19,M,B,N,557,20211113
21-77-FI,17,M,B,N,557,20211113
21-77-FI,16,M,B,N,557,20211113
21-77-FI,17,M,B,N,557,20211113
21-76-FI,24,M,B,N,557,20211112
21-76-FI,23,M,B,N,557,20211112
21-76-FI,24,M,B,N,557,20211112
21-78-FI,24,M,W,H,548,20211111
21-79-FI,27,M,B,U,311,20211115
21-80-FI,52,M,W,N,592,20211121
21-80-FI,21,M,B,N,592,20211121
21-80-FI,21,M,B,N,592,20211121
21-81-FI,36,M,B,N,633,20211124
21-81-FI,23,M,B,N,633,20211124
21-82-FI,57,M,W,N,548,20211128
21-83-FI,52,M,W,H,533,20211206
21-84-FI,54,M,W,N,634,20211206
21-86-FI,20,F,B,U,592,20211212
21-86-FI,25,M,B,N,592,20211212
21-88-FI,31,M,B,H,634,20211226
21-89-FI,32,M,B,N,634,20211229
22-1-FI,21,M,B,N,592,20220110
22-1-FI,21,M,B,U,592,20220110
22-2-FI,20,M,B,N,634,20220110
22-5-FI,18,M,B,N,592,20220118
22-5-FI,19,M,B,N,592,20220118
22-3-FI,29,M,B,U,592,20220113
22-6-FI,22,M,B,N,621,20220120
22-7-FI,28,M,B,N,634,20220123
22-8-FI,35,M,B,N,331,20220128
22-8-FI,37,M,B,N,331,20220128
22-9-FI,25,M,B,N,634,20220130
22-9-FI,36,F,B,N,634,20220130
22-9-FI,34,M,B,N,634,20220130
22-9-FI,25,M,B,N,634,20220130
22-10-FI,21,M,B,N,592,20220131
22-11-FI,42,M,W,N,548,20220206
22-12-FI,27,M,B,N,621,20220202
22-13-FI,32,M,B,N,634,20220205
22-13-FI,25,M,B,N,634,20220205
22-14-FI,22,M,B,N,621,20220206
22-14-FI,29,M,B,N,621,20220206
22-14-FI,38,M,B,N,621,20220206
22-15-FI,22,M,B,N,587,20220206
22-15-FI,23,M,B,N,587,20220206
22-15-FI,25,M,B,N,587,20220206
22-15-FI,17,M,B,N,587,20220206
22-17-FI,15,M,B,N,634,20220212
22-17-FI,24,M,B,N,634,20220212
22-17-FI,40,M,B,N,634,20220212
