Casenum,Desc,StreetNum,StreetName,StreetSuf,Jur,City,State,CreatedById
18-96-FI,Suspicious Activity,74,CENTRE,ST,BRO,BROCKTON,MA,535
18-97-FI,Police Information,224,MORAINE,ST,BRO,BROCKTON,MA,588
18-98-FI,STREET WALKER,1,TURNER,ST,BRO,BROCKTON,MA,548
18-99-FI,SUSPECTED DRUG DEALING,326,MENLO,ST,BRO,BROCKTON,MA,535
18-100-FI,Other,113,GREEN,ST,BRO,BROCKTON,MA,389
18-101-FI,Police Information,74,N MONTELLO,ST,BRO,BROCKTON,MA,594
18-103-FI,GANG MEMBER ASSOCIATED WITH VEHICLE,1240,WARREN,AVE,BRO,BROCKTON,MA,577
18-105-FI,Suspicious Vehicle,1380,MAIN,ST,BRO,BROCKTON,MA,535
18-108-FI,PROSTITUTION,139,PLEASANT,ST,BRO,BROCKTON,MA,548
18-107-FI,POSSIBLE PROSTITUTION,62,N MAIN,ST,BRO,BROCKTON,MA,548
18-109-FI,DRUG DEAL,56,CHESTER,AVE,BRO,BROCKTON,MA,548
18-110-FI,Suspicious Activity,30,N MAIN,ST,BRO,BROCKTON,MA,592
18-111-FI,Police Information - BOTH WITH NARCOTICS AND GUN CHARGES,51,REYNOLDS MEM,HWY,BRO,BROCKTON,MA,548
18-116-FI,Police Information,67,N WARREN,AVE,BRO,BROCKTON,MA,557
18-112-FI,Police Information,82,CARL,AVE,BRO,BROCKTON,MA,548
18-113-FI,Police Information,47,HIGHLAND,ST,BRO,BROCKTON,MA,548
18-114-FI,Police Information,64,HAVERHILL,ST,BRO,BROCKTON,MA,577
18-115-FI,Police Information,21,DRAKE,ST,BRO,BROCKTON,MA,557
18-117-FI,Suspicious Activity,43,HAVERHILL,ST,BRO,BROCKTON,MA,589
18-118-FI,UNREPORTED HOME INVASION,39,SOUTH,ST,BRO,BROCKTON,MA,407
18-119-FI,Police Information,382,N MAIN,ST,BRO,BROCKTON,MA,443
18-120-FI,Police Information,11,SNELL,PL,BRO,BROCKTON,MA,531
18-121-FI,"TRAFFICKING HISTORY, COMING OUT OF CUBE SMART",20,N MONTELLO,ST,BRO,BROCKTON,MA,548
18-122-FI,FOLLOWING AND RECORDING FEMALE,748,N MAIN,ST,BRO,BROCKTON,MA,548
18-125-FI,Police Information,388,BATTLES,ST,BRO,BROCKTON,MA,548
18-123-FI,"MONEY, BAGGIES, POSSIBLE HIDE",1084,BELMONT,ST,BRO,BROCKTON,MA,548
18-124-FI,ANILSON TEIXEIRA OFFICE LOCATION,130,ELLIOT,ST,BRO,BROCKTON,MA,548
18-126-FI,Police Information,226,PLEASANT,ST,BRO,BROCKTON,MA,548
18-127-FI,PERKINS AVE GANG MEMBER,54,N MAIN,ST,BRO,BROCKTON,MA,535
18-128-FI,Suspicious Person,64,HAVERHILL,ST,BRO,BROCKTON,MA,506
18-130-FI,Suspicious Vehicle,,CAMPANELLI IND,DR,BRO,BROCKTON,MA,548
18-131-FI,Suspicious Activity,20,WILSON,ST,BRO,BROCKTON,MA,375
18-132-FI,DRUG DEALERS,206,PINE,ST,BRO,BROCKTON,MA,535
18-133-FI,Suspicious Person,26,ADDISON,AVE,BRO,BROCKTON,MA,535
18-134-FI,Police Information,370,CENTRE,ST,BRO,BROCKTON,MA,503
18-135-FI,Traffic Post,64,SOUTH,ST,BRO,BROCKTON,MA,506
18-136-FI,Suspicious Vehicle,336,GROVE,ST,BRO,BROCKTON,MA,506
18-138-FI,Suspicious Vehicle,,BELMONT,AVE,BRO,BROCKTON,MA,592
18-139-FI,Suspicious Activity,,BELMONT,AVE,BRO,BROCKTON,MA,592
18-137-FI,Suspicious Vehicle,50,REYNOLDS MEM,HWY,BRO,BROCKTON,MA,506
18-140-FI,Suspicious Vehicle,140,PLEASANT,ST,BRO,BROCKTON,MA,506
18-141-FI,Suspicious Vehicle,2,JOHNSON,SQ,BRO,BROCKTON,MA,506
18-142-FI,Suspicious Vehicle,120,PLEASANT,ST,BRO,BROCKTON,MA,506
18-143-FI,Suspicious Vehicle,82,CARL,AVE,BRO,BROCKTON,MA,535
18-144-FI,Suspicious Vehicle,632,WARREN,AVE,BRO,BROCKTON,MA,506
18-145-FI,Suspicious Vehicle,163,N CARY,ST,BRO,BROCKTON,MA,506
18-147-FI,FIREARM RECOVERED,,WALNUT,AVE,BRO,BROCKTON,MA,503
18-148-FI,Suspicious Person,0,PLEASANT,ST,BRO,BROCKTON,MA,586
18-150-FI,Police Information,,REYNOLDS MEM,HWY,BRO,BROCKTON,MA,548
18-151-FI,Suspicious Vehicle,,OTIS,ST,BRO,BROCKTON,MA,548
18-152-FI,Suspicious Vehicle,294,WARREN,AVE,BRO,BROCKTON,MA,544
18-154-FI,Suspicious Vehicle,758,MAIN,ST,BRO,BROCKTON,MA,553
18-155-FI,Suspicious Person,80,HIGHLAND,ST,BRO,BROCKTON,MA,506
18-153-FI,NARCOTICS USERS,7,COMMERCIAL,ST,BRO,BROCKTON,MA,548
18-156-FI,Suspicious Vehicle,547,WESTGATE,DR,BRO,BROCKTON,MA,506
18-158-FI,Suspicious Person,648,OAK,ST,BRO,BROCKTON,MA,506
18-159-FI,Suspicious Person,1,L,ST,BRO,BROCKTON,MA,506
18-160-FI,Suspicious Vehicle,100,COPELAND,ST,BRO,BROCKTON,MA,548
18-162-FI,Suspicious Vehicle,791,WARREN,AVE,BRO,BROCKTON,MA,506
18-163-FI,Suspicious Person,244,N WARREN,AVE,BRO,BROCKTON,MA,506
18-164-FI,Suspicious Vehicle,80,HIGHLAND,ST,BRO,BROCKTON,MA,506
18-165-FI,Suspicious Vehicle,28,HAMILTON,ST,BRO,BROCKTON,MA,506
18-166-FI,Suspicious Vehicle,10,N MAIN,ST,BRO,BROCKTON,MA,506
18-167-FI,Suspicious Vehicle,31,FALCONER,AVE,BRO,BROCKTON,MA,535
18-168-FI,Suspicious Vehicle,1380,MAIN,ST,BRO,BROCKTON,MA,507
18-169-FI,Suspicious Vehicle,30,AUNA,DR,BRO,BROCKTON,MA,506
18-170-FI,Suspicious Vehicle,212,FOREST,AVE,BRO,BROCKTON,MA,506
18-171-FI,Suspicious Vehicle,52,E NILSSON,ST,BRO,BROCKTON,MA,506
19-6-FI,Suspicious Activity,82,S FULLER,ST,BRO,BROCKTON,MA,587
19-1-FI,Suspicious Vehicle,1,SHERIDAN,ST,BRO,BROCKTON,MA,535
19-2-FI,Suspicious Vehicle,,WAYLAND,ST,BRO,BROCKTON,MA,482
19-3-FI,Suspicious Vehicle,36,PARKER,AVE,BRO,BROCKTON,MA,535
19-7-FI,Suspicious Vehicle,287,N MONTELLO,ST,BRO,BROCKTON,MA,592
19-8-FI,Suspicious Activity,479,PLEASANT,ST,BRO,BROCKTON,MA,592
19-9-FI,Police Information,391,WESTGATE,DR,BRO,BROCKTON,MA,557
19-10-FI,Traffic Post,74,N MONTELLO,ST,BRO,BROCKTON,MA,592
19-11-FI,Police Information,,BARRY,ST,BOS,BOSTON,MA,548
19-12-FI,Suspicious Vehicle,286,MAIN,ST,BRO,BROCKTON,MA,506
19-13-FI,Suspicious Vehicle,271,WEST,ST,BRO,BROCKTON,MA,506
19-14-FI,Police Information,23,N WARREN,AVE,BRO,BROCKTON,MA,573
19-15-FI,Other,23,N WARREN,AVE,BRO,BROCKTON,MA,389
19-16-FI,Police Information,191,HOWARD,ST,BRO,BROCKTON,MA,557
19-17-FI,RECOVERED STOLEN MV,402,PLEASANT,ST,BRO,BROCKTON,MA,535
19-18-FI,Police Information,138,NEWBURY,ST,BRO,BROCKTON,MA,506
19-20-FI,Suspicious Vehicle,770,N MAIN,ST,BRO,BROCKTON,MA,592
19-21-FI,RECOVERED STOLEN,30,INTERVALE,ST,BRO,BROCKTON,MA,557
19-22-FI,Other,34,JAMES,ST,BRO,BROCKTON,MA,389
19-24-FI,Suspicious Person,680,CENTRE,ST,BRO,BROCKTON,MA,317
19-25-FI,Suspicious Person,59,FOSTER,ST,BRO,BROCKTON,MA,591
19-26-FI,HOME INVASION IN TAUNTON,12,MORTON,ST,TAU,TAUNTON,MA,407
19-28-FI,Police Information,54,N MAIN,ST,BRO,BROCKTON,MA,557
19-29-FI,"FALL RIVER SHOOTING TARGET, DRUG ASSOCIATE",590,N MONTELLO,ST,BRO,BROCKTON,MA,548
19-30-FI,Police Information,55,SPRING,ST,BRO,BROCKTON,MA,586
19-31-FI,SUSPECTED DRUG DEALING,19,BROOKSIDE,AVE,BRO,BROCKTON,MA,535
19-32-FI,DRUG ACTIVITY,139,PLEASANT,ST,BRO,BROCKTON,MA,544
19-33-FI,Police Information,74,E ASHLAND,ST,BRO,BROCKTON,MA,557
19-34-FI,Police Information,150,WENTWORTH,AVE,BRO,BROCKTON,MA,443
19-35-FI,Suspicious Activity,93,N MAIN,ST,BRO,BROCKTON,MA,586
19-36-FI,SMART PHONE AND BURNER PHONE,,BELMONT,ST,BRO,BROCKTON,MA,548
19-38-FI,SUSPECTED DRUG ACTIVITY,31,FALCONER,AVE,BRO,BROCKTON,MA,535
19-39-FI,DRUG SALES,139,PLEASANT,ST,BRO,BROCKTON,MA,535
19-40-FI,FREQUENTS DRUG LOCATIONS,,ELLSWORTH,ST,BRO,BROCKTON,MA,548
19-41-FI,Suspicious Vehicle,1015,MAIN,ST,BRO,BROCKTON,MA,506
19-42-FI,Police Information,,,,BRO,BROCKTON,MA,544
19-43-FI,Police Information,78,PLEASANT,ST,BRO,BROCKTON,MA,544
19-44-FI,Suspicious Activity,181,PLEASANT,ST,BRO,BROCKTON,MA,586
19-45-FI,Suspicious Vehicle,1,SYCAMORE,AVE,BRO,BROCKTON,MA,506
19-46-FI,Suspicious Activity,321,COPELAND,ST,BRO,BROCKTON,MA,506
19-48-FI,Police Information,9,EMERALD,ST,BRO,BROCKTON,MA,479
19-47-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,548
19-49-FI,Suspicious Vehicle,20,TRIBOU,ST,BRO,BROCKTON,MA,506
19-50-FI,Suspicious Vehicle,311,W ELM,ST,BRO,BROCKTON,MA,506
19-51-FI,"SUSPICIOUS ACTIVITY, PAST CODE 4",,NORTH,AVE,BRO,BROCKTON,MA,548
19-52-FI,Other,385,WESTGATE,DR,BRO,BROCKTON,MA,592
19-54-FI,Suspicious Person,100,PERKINS,AVE,BRO,BROCKTON,MA,548
19-53-FI,PERKINS AVE GANG MEMBERS,24,E NILSSON,ST,BRO,BROCKTON,MA,535
19-61-FI,Suspicious Vehicle,728,COURT,ST,BRO,BROCKTON,MA,535
19-57-FI,SUSPECTED DRUG ACTIVITY,98,PINE,ST,BRO,BROCKTON,MA,535
19-58-FI,Other,30,BRUNSWICK,ST,BRO,BROCKTON,MA,559
19-59-FI,Suspicious Vehicle,122,BELMONT,ST,BRO,BROCKTON,MA,557
19-60-FI,Suspicious Person,,LINWOOD,ST,BRO,BROCKTON,MA,548
19-62-FI,THREATS,120,DOVER,ST,BRO,BROCKTON,MA,553
19-63-FI,Other,81,WARREN,AVE,BRO,BROCKTON,MA,563
19-64-FI,Police Information,47,FIRST,ST,BRO,BROCKTON,MA,347
19-65-FI,GANG INTELL,91,PACKARD,WAY,BRO,BROCKTON,MA,503
19-66-FI,Suspicious Vehicle,105,N MAIN,ST,BRO,BROCKTON,MA,506
19-67-FI,Suspicious Activity,11,HAMLET,ST,BRO,BROCKTON,MA,586
19-69-FI,Suspicious Activity,0,N MAIN,ST,BRO,BROCKTON,MA,608
19-75-FI,OFFICER AWARENESS(CODE 4),139,PLEASANT,ST,BRO,BROCKTON,MA,535
19-70-FI,Suspicious Vehicle,562,MAIN,ST,BRO,BROCKTON,MA,557
19-71-FI,Suspicious Vehicle,55,LEGION,PKWY,BRO,BROCKTON,MA,597
19-72-FI,Suspicious Person,30,N WARREN,AVE,BRO,BROCKTON,MA,506
19-73-FI,Suspicious Activity,304,BELMONT,ST,BRO,BROCKTON,MA,586
19-74-FI,Suspicious Vehicle,56,COURT,ST,BRO,BROCKTON,MA,506
19-76-FI,Police Information,236,CHATHAM WEST,DR,BRO,BROCKTON,MA,548
19-77-FI,Police Information,22,PARKER,ST,BRO,BROCKTON,MA,548
19-78-FI,Suspicious Activity,18,WALNUT,ST,BRO,BROCKTON,MA,506
19-79-FI,Police Information,23,PERKINS,ST,BRO,BROCKTON,MA,506
19-80-FI,Suspicious Vehicle,324,PLEASANT,ST,BRO,BROCKTON,MA,506
19-81-FI,Suspicious Vehicle,348,PLEASANT,ST,BRO,BROCKTON,MA,592
19-82-FI,Police Information,114,CLINTON,ST,BRO,BROCKTON,MA,544
19-83-FI,Police Information,491,N MONTELLO,ST,BRO,BROCKTON,MA,585
19-92-FI,Suspicious Person,1,WALNUT,ST,BRO,BROCKTON,MA,557
19-84-FI,Suspicious Vehicle,214,PROSPECT,ST,BRO,BROCKTON,MA,592
19-85-FI,Suspicious Vehicle,104,BATTLES FARM,DR,BRO,BROCKTON,MA,547
19-87-FI,Suspicious Person,81,WARREN,AVE,BRO,BROCKTON,MA,506
19-88-FI,Suspicious Person,81,WARREN,AVE,BRO,BROCKTON,MA,506
19-89-FI,Suspicious Person,139,PLEASANT,ST,BRO,BROCKTON,MA,506
19-90-FI,Suspicious Person,81,WARREN,AVE,BRO,BROCKTON,MA,506
19-91-FI,Suspicious Person,150,GREEN,ST,BRO,BROCKTON,MA,559
19-93-FI,OPEN TRAFFICKING FENT/ GUN CHARGE,190,BELLEVUE,AVE,BRO,BROCKTON,MA,548
19-94-FI,Police Information,25,LOUIS,ST,BRO,BROCKTON,MA,548
19-96-FI,Suspicious Vehicle,211,SPRING,ST,BRO,BROCKTON,MA,506
19-97-FI,Suspicious Vehicle,58,FOREST,RD,BRO,BROCKTON,MA,506
19-98-FI,Police Information,242,GREEN,ST,BRO,BROCKTON,MA,592
19-99-FI,Suspicious Vehicle/Robbery crew,132,CAMPANELLI,DR,BRO,BROCKTON,MA,548
19-100-FI,Police Information,19,COLUMBIA,ST,BRO,BROCKTON,MA,548
19-101-FI,Suspicious Vehicle,25,LYON,AVE,BRO,BROCKTON,MA,506
19-103-FI,Suspicious Vehicle,82,BELMONT,AVE,BRO,BROCKTON,MA,506
19-104-FI,Other,7,COMMERCIAL,ST,BRO,BROCKTON,MA,389
19-105-FI,Suspicious Person,,S LEYDEN,ST,BRO,BROCKTON,MA,548
19-106-FI,Suspicious Vehicle,53,MYRTLE,ST,BRO,BROCKTON,MA,557
19-107-FI,Police Information,81,WARREN,AVE,BRO,BROCKTON,MA,548
19-108-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,317
19-109-FI,Suspicious Activity,288,SULLY,RD,BRO,BROCKTON,MA,587
19-110-FI,Suspicious Activity,53,OAKLAND,ST,BRO,BROCKTON,MA,532
19-111-FI,UNWANTED GUEST,54,N MAIN,ST,BRO,BROCKTON,MA,496
19-112-FI,Other,23,ASH,ST,BRO,BROCKTON,MA,559
19-113-FI,VEHICLE PURSUIT,,FARRINGTON,ST,BRO,BROCKTON,MA,557
19-114-FI,Suspicious Vehicle,124,PLEASANT,ST,BRO,BROCKTON,MA,506
19-119-FI,Foot Patrol,135,BELMONT,ST,BRO,BROCKTON,MA,506
19-116-FI,Suspicious Vehicle,81,PLEASANT,ST,BRO,BROCKTON,MA,535
19-117-FI,Suspicious Person,110,MANOMET,ST,BRO,BROCKTON,MA,535
19-118-FI,Suspicious Activity,139,PLEASANT,ST,BRO,BROCKTON,MA,506
19-120-FI,Suspicious Person,192,GREEN,ST,BRO,BROCKTON,MA,506
19-122-FI,Suspicious Vehicle,385,N MONTELLO,ST,BRO,BROCKTON,MA,557
19-123-FI,Other,62,SPARK,ST,BRO,BROCKTON,MA,347
19-125-FI,"CENTER CONSOLE EASILY LIFTED, VOID UNDERNEATH",333,WARREN,AVE,BRO,BROCKTON,MA,548
19-126-FI,Suspicious Activity,117,WYMAN,ST,BRO,BROCKTON,MA,555
19-128-FI,Suspicious DRUG Activity,70,HERROD,AVE,BRO,BROCKTON,MA,544
19-129-FI,Other,382,MAIN,ST,BRO,BROCKTON,MA,559
19-131-FI,Suspicious Vehicle,11,COLBY,ST,BRO,BROCKTON,MA,569
19-132-FI,Suspicious Activity,150,GREEN,ST,BRO,BROCKTON,MA,557
19-139-FI,Suspicious Person/POTENTIAL ARMED SUBJECT(S),250,CRESCENT,ST,BRO,BROCKTON,MA,437
19-141-FI,Suspicious Activity,64,SPRING,ST,BRO,BROCKTON,MA,347
19-142-FI,Suspicious Person,139,PLEASANT,ST,BRO,BROCKTON,MA,380
19-143-FI,Police Information,,ARTHUR PAQUIN,WAY,BRO,BROCKTON,MA,548
19-144-FI,Suspicious Person,139,PLEASANT,ST,BRO,BROCKTON,MA,380
19-145-FI,Suspicious Activity,220,MAIN,ST,BRO,BROCKTON,MA,405
19-146-FI,Suspicious Person,103,MAIN,ST,BRO,BROCKTON,MA,372
19-147-FI,Suspicious Activity,42,GREEN,ST,BRO,BROCKTON,MA,420
19-148-FI,Suspicious Person,42,N MAIN,ST,BRO,BROCKTON,MA,372
19-150-FI,Suspicious Activity,54,MAIN,ST,BRO,BROCKTON,MA,420
19-153-FI,Police Information,37,ELM,AVE,BRO,BROCKTON,MA,548
19-154-FI,Police Information,542,N CARY,ST,BRO,BROCKTON,MA,437
19-155-FI,Police Information/FELIX BRANDAO SHOOTING,,PINE,AVE,BRO,BROCKTON,MA,437
19-156-FI,Suspicious Vehicle,252,SUMMER,ST,BRO,BROCKTON,MA,345
19-157-FI,GANG INTEL,7,COMMERCIAL,ST,BRO,BROCKTON,MA,557
19-200-FI,Traffic Post,394,BELMONT,ST,BRO,BROCKTON,MA,492
19-158-FI,Suspicious Activity,70,WALNUT,ST,BRO,BROCKTON,MA,569
19-161-FI,Police Information,581,PLAIN,ST,BRO,BROCKTON,MA,389
19-162-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,389
19-165-FI,Police Information,932,N MONTELLO,ST,BRO,BROCKTON,MA,569
19-167-FI,Suspicious Vehicle,15,NEWTON,ST,BRO,BROCKTON,MA,592
19-169-FI,Suspicious Vehicle,1224,MAIN,ST,BRO,BROCKTON,MA,506
19-170-FI,Traffic Post,728,COURT,ST,BRO,BROCKTON,MA,492
19-171-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-174-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-175-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-176-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-177-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-178-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-179-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-180-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-181-FI,Other,470,FOREST,AVE,BRO,BROCKTON,MA,608
19-172-FI,Suspicious Vehicle,256,GROVE,ST,BRO,BROCKTON,MA,562
19-173-FI,Suspicious Activity,15,MONSON,ST,BRO,BROCKTON,MA,586
19-182-FI,Police Information,282,PLEASANT,ST,BRO,BROCKTON,MA,559
19-183-FI,SUSPECTED NARCOTICS ACTIVITY,198,BELLEVUE,AVE,BRO,BROCKTON,MA,548
19-184-FI,Suspicious Vehicle/OPERATOR,7,COMMERCIAL,ST,BRO,BROCKTON,MA,592
19-185-FI,Other,7,COMMERCIAL,ST,BRO,BROCKTON,MA,389
19-186-FI,Suspicious Activity,306,PROSPECT,ST,BRO,BROCKTON,MA,569
19-187-FI,SUSPECTED DRUG ACTIVITY,20,GLEN,AVE,BRO,BROCKTON,MA,535
19-188-FI,Suspicious Person,46,FORD,ST,BRO,BROCKTON,MA,557
19-190-FI,Police Information,651,CRESCENT,ST,BRO,BROCKTON,MA,573
19-189-FI,Police Information,56,FALMOUTH,AVE,BRO,BROCKTON,MA,569
19-191-FI,DRUG BUYERS,,KESWICK,RD,BRO,BROCKTON,MA,548
19-192-FI,Police Information,692,MAIN,ST,BRO,BROCKTON,MA,569
