Casenum,Desc,StreetNum,StreetName,StreetSuf,Jur,City,State,CreatedById
19-193-FI,Suspicious Activity,675,MONTELLO,ST,BRO,BROCKTON,MA,551
19-194-FI,Suspicious Vehicle,11,JOHNSON,CT,BRO,BROCKTON,MA,614
19-195-FI,Police Information,30,BOURNE,ST,BRO,BROCKTON,MA,506
19-196-FI,Suspicious Activity,200,WESTGATE,DR,BRO,BROCKTON,MA,535
19-198-FI,VEHICLE PURSUIT/ CODE 4,,,,BRO,BROCKTON,MA,535
19-199-FI,Suspicious Activity,1005,BELMONT,ST,BRO,BROCKTON,MA,487
19-201-FI,Suspicious Vehicle,74,BELMONT,ST,BRO,BROCKTON,MA,557
19-202-FI,Suspicious Activity,139,PLEASANT,ST,BRO,BROCKTON,MA,506
19-203-FI,Suspicious Vehicle,260,PLEASANT,ST,BRO,BROCKTON,MA,592
19-204-FI,Suspicious Activity,201,PLEASANT,ST,BRO,BROCKTON,MA,506
19-205-FI,Suspicious Activity,65,LITCHFIELD,TER,BRO,BROCKTON,MA,345
19-206-FI,Suspicious Vehicle,299,GROVE,ST,BRO,BROCKTON,MA,506
19-207-FI,Suspicious Vehicle,1154,PEARL,ST,BRO,BROCKTON,MA,506
19-208-FI,Suspicious Vehicle,102,ASH,ST,BRO,BROCKTON,MA,557
19-209-FI,Suspicious Person,283,TORREY,ST,BRO,BROCKTON,MA,614
20-1-FI,Police Information,15,NEWTON,ST,BRO,BROCKTON,MA,569
20-2-FI,Police Information,9,HUNT,ST,BRO,BROCKTON,MA,506
20-3-FI,Police Information,367,PLEASANT,ST,BRO,BROCKTON,MA,555
20-5-FI,Police Information,66,GLENWOOD,ST,BRO,BROCKTON,MA,569
20-6-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,348
20-7-FI,Suspicious DRUG ACTIVITY,,DENISE,TER,BRO,BROCKTON,MA,535
20-11-FI,Police Information,162,ELLIOT,ST,BRO,BROCKTON,MA,569
20-12-FI,Suspicious Vehicle,195,COURT,ST,BRO,BROCKTON,MA,592
20-13-FI,Other,19,SUMMER,ST,BRO,BROCKTON,MA,559
20-14-FI,Other,200,WESTGATE,DR,BRO,BROCKTON,MA,405
20-15-FI,Police Information,359,W ELM,ST,BRO,BROCKTON,MA,557
20-16-FI,Police Information,,COURT,ST,BRO,BROCKTON,MA,548
20-17-FI,Police Information,48,WESTLAND,ST,BRO,BROCKTON,MA,591
20-18-FI,Police Information,,FITZPATRICK,CIR,BRO,BROCKTON,MA,569
20-20-FI,Police Information,150,CLINTON,ST,BRO,BROCKTON,MA,569
20-22-FI,Suspicious Person,15,JOHNSON,SQ,BRO,BROCKTON,MA,587
20-23-FI,Suspicious Activity,169,PLEASANT,ST,BRO,BROCKTON,MA,559
20-24-FI,Suspicious Vehicle,60,SKINNER,ST,BRO,BROCKTON,MA,506
20-25-FI,GANG ACTIVITY,385,WESTGATE,DR,BRO,BROCKTON,MA,503
20-26-FI,Traffic Post,1601,MAIN,ST,BRO,BROCKTON,MA,437
20-27-FI,Suspicious Vehicle,74,N MONTELLO,ST,BRO,BROCKTON,MA,592
20-28-FI,Suspicious Activity,822,BELMONT,ST,BRO,BROCKTON,MA,387
20-29-FI,Suspicious Vehicle,252,SINCLAIR,RD,BRO,BROCKTON,MA,548
20-30-FI,Suspicious Activity,353,MENLO,ST,BRO,BROCKTON,MA,492
20-31-FI,Suspicious Vehicle,418,FOREST,AVE,BRO,BROCKTON,MA,615
20-32-FI,Traffic Post,953,MAIN,ST,BRO,BROCKTON,MA,492
20-33-FI,Suspicious Activity,571,BELMONT,ST,BRO,BROCKTON,MA,555
20-34-FI,Police Information,63,HUNTINGTON,ST,BRO,BROCKTON,MA,569
20-35-FI,Police Information,522,N MAIN,ST,BRO,BROCKTON,MA,555
20-36-FI,Suspicious Vehicle,186,SPRING,ST,BRO,BROCKTON,MA,506
20-37-FI,Police Information,351,E ASHLAND,ST,BRO,BROCKTON,MA,548
20-39-FI,Suspicious Vehicle,15,STERLING,RD,BRO,BROCKTON,MA,592
20-40-FI,Suspicious Activity,259,SUMMER,ST,BRO,BROCKTON,MA,555
20-44-FI,Police Information,741,WARREN,AVE,BRO,BROCKTON,MA,569
20-45-FI,Police Information,36,MAIN,ST,BRO,BROCKTON,MA,569
20-46-FI,Police Information,362,WEST,ST,BRO,BROCKTON,MA,569
20-47-FI,Suspicious Activity,,,,BRO,BROCKTON,MA,555
20-48-FI,Suspicious Activity,,BURDETT,RD,BRO,BROCKTON,MA,592
20-49-FI,Other,114,COPELAND,ST,BRO,BROCKTON,MA,389
20-50-FI,Other,114,COPELAND,ST,BRO,BROCKTON,MA,389
20-51-FI,Suspicious Vehicle,27,KEITH,AVE,BRO,BROCKTON,MA,348
20-52-FI,Other,90,BELMONT,AVE,BRO,BROCKTON,MA,405
20-53-FI,DRUGS AND GUNS,,WEST,AVE,BRO,BROCKTON,MA,548
20-54-FI,Police Information,10,MAIN ST,PL,BRO,BROCKTON,MA,420
20-55-FI,Police Information,669,E ASHLAND,ST,BRO,BROCKTON,MA,559
20-56-FI,Suspicious Vehicle,40,GROVE,AVE,BRO,BROCKTON,MA,559
20-58-FI,Other,156,WESTGATE,DR,BRO,BROCKTON,MA,559
20-59-FI,Other,98,BOYLSTON,ST,BRO,BROCKTON,MA,559
20-61-FI,Suspicious Activity,314,N WARREN,AVE,BRO,BROCKTON,MA,559
20-62-FI,Police Information,88,AMES,ST,BRO,BROCKTON,MA,555
20-63-FI,Police Information,,STELLA,RD,BRO,BROCKTON,MA,443
20-64-FI,EXTENSIVE RECORD OUT OF STATE,675,CENTRE,ST,BRO,BROCKTON,MA,548
20-65-FI,Other,89,WARREN,AVE,BRO,BROCKTON,MA,389
20-66-FI,Police Information,5,MONTGOMERY,ST,BRO,BROCKTON,MA,592
20-67-FI,DRUG HOUSE,143,ALGONQUIN,ST,BRO,BROCKTON,MA,548
20-68-FI,Suspicious Vehicle,41,LONGWOOD,AVE,BRO,BROCKTON,MA,506
20-69-FI,Directed Patrol,,PARK,RD,BRO,BROCKTON,MA,334
20-70-FI,Police Information,266,BELMONT,ST,BRO,BROCKTON,MA,557
20-71-FI,Suspicious Activity,908,N MONTELLO,ST,BRO,BROCKTON,MA,348
20-72-FI,Suspicious Person,9,GODDARD,RD,BRO,BROCKTON,MA,350
20-73-FI,Other,380,N MAIN,ST,BRO,BROCKTON,MA,405
20-76-FI,Suspicious Person,864,CENTRE,ST,BRO,BROCKTON,MA,548
20-77-FI,Suspicious Activity,180,HIGHLAND,ST,BRO,BROCKTON,MA,557
20-79-FI,Suspicious Vehicle,,SEAVER,ST,BRO,BROCKTON,MA,557
20-80-FI,Suspicious Vehicle,,E BATTLES,ST,BRO,BROCKTON,MA,557
20-81-FI,Suspicious Vehicle,81,CLINTON,ST,BRO,BROCKTON,MA,559
20-83-FI,Suspicious Vehicle,54,HERROD,AVE,BRO,BROCKTON,MA,592
20-85-FI,Police Information,1,WYMAN,ST,BRO,BROCKTON,MA,559
20-87-FI,Police Information,53,COPELAND,ST,BRO,BROCKTON,MA,587
20-88-FI,Police Information,32,HAMILTON,ST,BRO,BROCKTON,MA,587
20-89-FI,Police Information,,REYNOLDS MEM,HWY,BRO,BROCKTON,MA,587
20-90-FI,Suspicious Vehicle,780,ASH,ST,BRO,BROCKTON,MA,592
20-91-FI,Suspicious Person,405,WESTGATE,DR,BRO,BROCKTON,MA,569
20-92-FI,Suspicious Vehicle,46,SPRING,ST,BRO,BROCKTON,MA,627
20-99-FI,Police Information,1,STILLMAN,AVE,BRO,BROCKTON,MA,569
20-94-FI,Police Information,134,CENTRE,ST,BRO,BROCKTON,MA,482
20-95-FI,Police Information,33,DOVER,ST,BRO,BROCKTON,MA,559
20-97-FI,Police Information,77,PLYMOUTH,ST,BRO,BROCKTON,MA,587
20-101-FI,Suspicious Vehicle,1,OSCAR,AVE,BRO,BROCKTON,MA,557
20-100-FI,Suspicious Person,733,N MAIN,ST,BRO,BROCKTON,MA,557
20-102-FI,Suspicious Person,68,FOSTER,ST,BRO,BROCKTON,MA,557
20-103-FI,Suspicious Person,380,PLEASANT,ST,BRO,BROCKTON,MA,557
20-104-FI,Suspicious Vehicle,,BELMONT,ST,BRO,BROCKTON,MA,587
20-105-FI,Police Information,1210,MONTELLO,ST,BRO,BROCKTON,MA,587
20-106-FI,Police Information,77,SPRING,ST,BRO,BROCKTON,MA,592
20-107-FI,Suspicious Activity,0,PORTER,ST,BRO,BROCKTON,MA,557
20-108-FI,Police Information,834,WARREN,AVE,BRO,BROCKTON,MA,557
20-110-FI,Police Information,28,NEWBURY,ST,BRO,BROCKTON,MA,559
20-111-FI,Police Information,294,WARREN,AVE,BRO,BROCKTON,MA,559
20-112-FI,Suspicious Vehicle,179,ASH,ST,BRO,BROCKTON,MA,535
20-115-FI,POLICE CHASE,,RESERVOIR,ST,BRO,BROCKTON,MA,557
20-116-FI,Police Information,446,PLEASANT,ST,BRO,BROCKTON,MA,443
20-117-FI,Police Information,17,FALCONER,AVE,BRO,BROCKTON,MA,479
20-122-FI,THREATS TOWARD POST OFFICE,1104,MAIN,ST,BRO,BROCKTON,MA,535
20-118-FI,SUSPECTED DRUG DEALING,141,MONTELLO,ST,BRO,BROCKTON,MA,535
20-119-FI,Suspicious Person,2,MONTELLO,ST,BRO,BROCKTON,MA,621
20-121-FI,Police Information,269,ROCKLAND,ST,BRO,BROCKTON,MA,387
20-123-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,592
20-124-FI,Suspicious Activity,1,PINKHAM,ST,BRO,BROCKTON,MA,535
20-125-FI,Police Information,224,W CHESTNUT,ST,BRO,BROCKTON,MA,621
20-126-FI,Other,73,MAIN,ST,BRO,BROCKTON,MA,589
20-127-FI,Suspicious Person,306,CRESCENT,ST,BRO,BROCKTON,MA,548
20-129-FI,SUSPECTED DRUG DEALING,,GROVE,AVE,BRO,BROCKTON,MA,535
20-131-FI,Suspicious Vehicle,226,PLEASANT,ST,BRO,BROCKTON,MA,557
20-133-FI,Suspicious Activity,2030,MAIN,ST,BRO,BROCKTON,MA,592
20-134-FI,Police Information,,PINE GROVE,DR,BRO,BROCKTON,MA,548
20-135-FI,MEANINGLESS RIDE,,RESERVOIR,ST,BRO,BROCKTON,MA,548
20-136-FI,Suspicious Vehicle,259,SUMMER,ST,BRO,BROCKTON,MA,559
20-138-FI,Police Information,23,COBURN,ST,BRO,BROCKTON,MA,555
20-139-FI,Police Information,227,N MONTELLO,ST,BRO,BROCKTON,MA,569
20-142-FI,Suspicious Vehicle,338,N MONTELLO,ST,BRO,BROCKTON,MA,592
20-143-FI,Suspicious Vehicle,160,ARTHUR PAQUIN,WAY,BRO,BROCKTON,MA,559
20-144-FI,Police Information,410,COURT,ST,BRO,BROCKTON,MA,559
20-145-FI,Traffic Post,180,BELMONT,AVE,BRO,BROCKTON,MA,492
20-146-FI,Suspicious Vehicle,48,WESTLAND,ST,BRO,BROCKTON,MA,557
20-147-FI,Suspicious Person,19,SKINNER,ST,BRO,BROCKTON,MA,557
20-149-FI,Suspicious Activity,53,KINGMAN,ST,BRO,BROCKTON,MA,492
20-151-FI,Suspicious Vehicle,269,FOREST,AVE,BRO,BROCKTON,MA,535
20-152-FI,Suspicious Activity,72,CLINTON,ST,BRO,BROCKTON,MA,535
20-154-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,587
20-155-FI,Police Information,428,BELMONT,ST,BRO,BROCKTON,MA,621
20-156-FI,Police Information,124,BATTLES,ST,BRO,BROCKTON,MA,569
20-157-FI,Police Information,135,ELLIOT,ST,BRO,BROCKTON,MA,555
20-159-FI,Traffic Post,220,HILLBERG,AVE,BRO,BROCKTON,MA,559
20-161-FI,Police Information,52,NILSSON,ST,BRO,BROCKTON,MA,587
20-163-FI,Suspicious Activity,,,,BRO,BROCKTON,MA,350
20-164-FI,Suspicious Activity,,,,BRO,BROCKTON,MA,350
20-165-FI,Suspicious Person,113,GREEN,ST,BRO,BROCKTON,MA,350
20-166-FI,Other,,WARREN,AVE,BRO,BROCKTON,MA,350
20-167-FI,Suspicious Activity,54,N MAIN,ST,BRO,BROCKTON,MA,350
20-168-FI,Suspicious Activity,55,WYMAN,ST,BRO,BROCKTON,MA,350
20-169-FI,Suspicious Person,258,N CARY,ST,BRO,BROCKTON,MA,350
20-162-FI,Suspicious Person,86,MENLO,ST,BRO,BROCKTON,MA,535
20-171-FI,Suspicious Vehicle,200,WESTGATE,DR,BRO,BROCKTON,MA,557
20-174-FI,Suspicious Vehicle,,N CARY,ST,BRO,BROCKTON,MA,536
20-175-FI,Police Information,52,NILSSON,ST,BRO,BROCKTON,MA,443
20-176-FI,Suspicious Vehicle,321,BELMONT,ST,BRO,BROCKTON,MA,415
20-177-FI,Suspicious Vehicle,1,WINTHROP,ST,BRO,BROCKTON,MA,557
20-178-FI,Suspicious Activity,500,PLEASANT,ST,BRO,BROCKTON,MA,559
20-179-FI,Police Information,282,PLEASANT,ST,BRO,BROCKTON,MA,387
20-181-FI,Police Information,194,COPELAND,ST,BRO,BROCKTON,MA,626
20-182-FI,Suspicious Vehicle,494,N MAIN,ST,BRO,BROCKTON,MA,557
20-185-FI,SUSPECTED DRUG DEALING,706,MAIN,ST,BRO,BROCKTON,MA,535
20-188-FI,Suspicious Vehicle,641,BELMONT,ST,BRO,BROCKTON,MA,557
20-191-FI,SUSPECTED DRUG DEAL,1,WEST,AVE,BRO,BROCKTON,MA,535
20-189-FI,Police Information,271,HILLBERG,AVE,BRO,BROCKTON,MA,535
20-190-FI,Suspicious Activity,38,GLENWOOD,SQ,BRO,BROCKTON,MA,532
20-193-FI,Suspicious Vehicle,98,FRENCH,AVE,BRO,BROCKTON,MA,557
20-194-FI,Police Information,342,GREEN,ST,BRO,BROCKTON,MA,569
21-1-FI,Police Information,,,,BRO,BROCKTON,MA,479
21-2-FI,Police Information,85,W ASHLAND,ST,BRO,BROCKTON,MA,555
21-5-FI,STATE POLICE CHASE/GUN ARREST,0,REYNOLDS MEM,HWY,BRO,BROCKTON,MA,407
21-4-FI,Suspicious Vehicle,1208,BELMONT,ST,BRO,BROCKTON,MA,551
21-6-FI,SUSPECTED DRUG ACTIVITY,391,WESTGATE,DR,BRO,BROCKTON,MA,592
21-7-FI,Suspicious Vehicle,,S FULLER ST,EXT,BRO,BROCKTON,MA,592
21-8-FI,Police Information,198,BIRCHVIEW,AVE,BRO,BROCKTON,MA,563
21-10-FI,Police Information,70,MAIN,ST,BRO,BROCKTON,MA,621
21-11-FI,Police Information,966,PLEASANT,ST,BRO,BROCKTON,MA,621
21-14-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,389
21-16-FI,Police Information,0,MONTELLO,ST,BRO,BROCKTON,MA,621
21-17-FI,Suspicious Vehicle,14,WALNUT,ST,BRO,BROCKTON,MA,548
21-19-FI,Other,369,N MONTELLO,ST,BRO,BROCKTON,MA,389
21-20-FI,Suspicious Vehicle,12,E BATTLES,ST,BRO,BROCKTON,MA,548
21-22-FI,Police Information,67,HIGHLAND,TER,BRO,BROCKTON,MA,559
21-24-FI,Suspicious Vehicle,81,WARREN,AVE,BRO,BROCKTON,MA,587
21-25-FI,Suspicious Activity,120,MAIN,ST,BRO,BROCKTON,MA,587
21-26-FI,Police Information,180,COURT,ST,BRO,BROCKTON,MA,621
21-28-FI,Police Information,28,BROAD,ST,BRO,BROCKTON,MA,559
21-29-FI,Suspicious Person,178,HIGHLAND,ST,BRO,BROCKTON,MA,609
21-30-FI,Police Information,45,RICHMOND,ST,BRO,BROCKTON,MA,557
21-31-FI,Suspicious Activity,297,GROVE,ST,BRO,BROCKTON,MA,586
21-32-FI,Suspicious Vehicle,26,BOUVE,AVE,BRO,BROCKTON,MA,592
21-33-FI,Police Information,562,N MAIN,ST,BRO,BROCKTON,MA,569
21-34-FI,Suspicious Person,68,TROUT,ST,BRO,BROCKTON,MA,557
21-37-FI,STAGED ACCIDENT,189,COUNTRY CLUB,LN,BRO,BROCKTON,MA,548
21-36-FI,Suspicious Activity,245,GREEN,ST,BRO,BROCKTON,MA,557
21-38-FI,Suspicious Activity,206,MAIN,ST,BRO,BROCKTON,MA,563
21-39-FI,SUSPECTED DRUG DEALER,181,W CHESTNUT,ST,BRO,BROCKTON,MA,535
21-40-FI,DIRT BIKES/ATV'S,40,INDUSTRIAL,BLVD,BRO,BROCKTON,MA,557
21-41-FI,Suspicious Activity,30,E ASHLAND,ST,BRO,BROCKTON,MA,592
21-42-FI,Police Information,,FIELD,ST,BRO,BROCKTON,MA,621
21-43-FI,Suspicious Activity,99,WARREN,AVE,BRO,BROCKTON,MA,506
21-45-FI,Suspicious Activity,28,FENWAY,CIR,BRO,BROCKTON,MA,592
21-46-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,389
21-47-FI,Suspicious Vehicle,603,N MONTELLO,ST,BRO,BROCKTON,MA,592
21-50-FI,Police Information,59,DYER,ST,BRO,BROCKTON,MA,621
21-52-FI,Suspicious Activity/FILMING TRAFFIC STOP,198,MANOMET,ST,BRO,BROCKTON,MA,548
21-53-FI,Police Information,316,CRESCENT,ST,BRO,BROCKTON,MA,621
21-54-FI,Suspicious Vehicle,66,SPRING,ST,BRO,BROCKTON,MA,548
21-55-FI,SHOOTING/DRUG RIP VEHICLE,1041,PEARL,ST,BRO,BROCKTON,MA,548
21-57-FI,Police Information,500,WESTGATE,DR,BRO,BROCKTON,MA,563
21-58-FI,Traffic Post,1254,MONTELLO,ST,BRO,BROCKTON,MA,492
21-59-FI,Suspicious Vehicle,30,RIVERSIDE,AVE,BRO,BROCKTON,MA,482
21-60-FI,Police Information,7,COMMERCIAL,ST,BRO,BROCKTON,MA,348
21-61-FI,Police Information,668,WARREN,AVE,BRO,BROCKTON,MA,592
21-63-FI,Police Information SEARCH WARRANT 141 FOREST ST #3,141,FOREST,ST,BRO,BROCKTON,MA,557
21-64-FI,Directed Patrol,110,GREEN,ST,BRO,BROCKTON,MA,641
21-66-FI,Suspicious Activity,55,STILLMAN,AVE,BRO,BROCKTON,MA,557
21-68-FI,Police Information,204,KESWICK,RD,BRO,BROCKTON,MA,633
21-69-FI,Police Information,,PETRONELLI,WAY,BRO,BROCKTON,MA,563
21-70-FI,Police Information,27,JOHNSON,CT,BRO,BROCKTON,MA,643
21-71-FI,Police Information,2001,MAIN,ST,BRO,BROCKTON,MA,557
21-72-FI,MBTA CAMPELLO SUSP VEHICLE,30,RIVERSIDE,AVE,BRO,BROCKTON,MA,557
21-73-FI,Suspicious Activity,182,GREEN,ST,BRO,BROCKTON,MA,592
21-75-FI,Suspicious Vehicle,106,PROSPECT,ST,BRO,BROCKTON,MA,590
21-74-FI,Suspicious Activity,661,N MAIN,ST,BRO,BROCKTON,MA,387
21-77-FI,Police Information (SHOTS FIRED THE BROCKTON MINI MART),35,WARREN,AVE,BRO,BROCKTON,MA,557
21-76-FI,Suspicious Vehicle,226,BELMONT,AVE,BRO,BROCKTON,MA,557
21-78-FI,Suspicious Person,548,MAIN,ST,BRO,BROCKTON,MA,548
21-79-FI,Police Information,,7 COMMERCIAL,ST,BRO,BROCKTON,MA,311
21-81-FI,Suspicious Vehicle,180,COURT,ST,BRO,BROCKTON,MA,633
21-82-FI,Suspicious Vehicle,85,PETERSON,AVE,BRO,BROCKTON,MA,548
21-84-FI,Suspicious Vehicle,20,CLIFTON,AVE,BRO,BROCKTON,MA,634
21-88-FI,Directed Patrol,156,WESTGATE,DR,BRO,BROCKTON,MA,634
21-89-FI,Suspicious Activity,14,MANOMET,ST,BRO,BROCKTON,MA,634
21-90-FI,Suspicious Activity,73,TABER,AVE,BRO,BROCKTON,MA,587
