Row Labels,Count of CaseNumber,,,,
2019-0F1-005477,1,,,,
2019-0F1-005507,1,,,,
2019-0F1-005510,1,,,,
2019-0F1-005943,1,,,,
2019-0F1-005944,1,,,,
2019-0F1-005948,1,,,,
2019-0F1-005950,1,,,,
2019-0F1-006001,1,,,,
2019-0F1-006154,1,,,,
2019-0F1-006251,1,,,,
2019-0F1-006390,1,,,,
2019-0F1-006582,1,,,,
2019-0F1-006585,1,,,,
2019-0F1-006586,1,,,,
2019-0F1-006597,1,,,,
2019-0F1-006598,1,,,,
2019-0F1-006600,1,,,,
2019-0F1-006601,1,,,,
2019-0F1-006616,1,,,,
2019-0F1-006751,1,,,,
2019-0F1-006754,1,,,,
2019-0F1-006765,1,,,,
2019-0F1-006769,1,,,,
2019-0F1-006795,1,,,,
2019-0F1-006895,1,,,,
2019-0F1-006909,1,,,,
2019-0F1-006927,1,,,,
2019-0F1-007258,1,,,,
2019-0F1-007410,1,,,,
2019-0F1-007542,1,,,,
2019-0F1-007662,1,,,,
2019-0F1-007826,1,,,,
2019-0F1-007827,1,,,,
2019-0F1-007836,1,,,,
2019-0F1-007838,1,,,,
2019-0F1-007844,1,,,,
2019-0F1-007887,1,,,,
2019-0F1-008068,1,,,,
2019-0F1-008106,1,,,,
2019-0F1-008172,1,,,,
2019-0F1-008180,1,,,,
2019-0F1-008187,1,,,,
2019-0F1-008644,1,,,,
2019-0F1-008655,1,,,,
2019-0F1-008661,1,,,,
2019-0F1-008664,1,,,,
2019-0F1-008698,1,,,,
2019-0F1-008770,1,,,,
2019-0F1-008827,1,,,,
2019-0F1-008832,1,,,,
2019-0F1-008836,1,,,,
2019-0F1-008843,1,,,,
2019-0F1-008975,1,,,,
2019-0F1-008987,1,,,,
2019-0F1-008993,1,,,,
2019-0F1-009002,1,,,,
2019-0F1-009010,1,,,,
2019-0F1-009012,1,,,,
2019-0F1-009030,1,,,,
2019-0F1-009043,1,,,,
2019-0F1-009051,1,,,,
2019-0F1-009318,1,,,,
2019-0F1-009795,1,,,,
2019-0F1-009820,1,,,,
2019-0F1-009828,1,,,,
2019-0F1-009835,1,,,,
2019-0F1-009868,1,,,,
2019-0F1-009869,1,,,,
2019-0F1-009878,1,,,,
2019-0F1-009954,1,,,,
2019-0F1-009959,1,,,,
2019-0F1-009963,1,,,,
2019-0F1-009977,1,,,,
2019-0F1-010140,1,,,,
2019-0F1-010142,1,,,,
2019-0F1-010158,1,,,,
2019-0F1-010213,1,,,,
2019-0F1-010220,1,,,,
2019-0F1-010329,1,,,,
2019-0F1-010332,1,,,,
2019-0F1-010333,1,,,,
2019-0F1-010344,1,,,,
2019-0F1-010974,1,,,,
2019-0F1-011475,1,,,,
2019-0F1-011626,1,,,,
2019-0F1-011857,1,,,,
2019-0F1-012120,1,,,,
2019-0F1-012146,1,,,,
2019-0F1-012157,1,,,,
2019-0F1-012191,1,,,,
2019-0F1-012303,1,,,,
2019-0F1-012311,1,,,,
2019-0F1-012433,1,,,,
2019-0F1-012440,1,,,,
2019-0F1-012613,1,,,,
2019-0F1-012623,1,,,,
2019-0F1-012624,1,,,,
2019-0F1-012632,1,,,,
2019-0F1-012778,1,,,,
2019-0F1-012799,1,,,,
2019-0F1-012801,1,,,,
2019-0F1-012851,1,,,,
2019-0F1-012857,1,,,,
2019-0F1-013273,1,,,,
2019-0F1-013282,1,,,,
2019-0F1-013374,1,,,,
2019-0F1-013426,1,,,,
2019-0F1-013431,1,,,,
2019-0F1-013436,1,,,,
2019-0F1-013443,1,,,,
2019-0F1-013496,1,,,,
2019-0F1-013513,1,,,,
2019-0F1-013624,1,,,,
2019-0F1-013625,1,,,,
2019-0F1-013629,1,,,,
2019-0F1-013630,1,,,,
2019-0F1-013631,1,,,,
2019-0F1-013635,1,,,,
2019-0F1-013778,1,,,,
2019-0F1-013781,1,,,,
2019-0F1-013787,1,,,,
2019-0F1-014420,1,,,,
2019-0F1-014426,1,,,,
2019-0F1-014433,1,,,,
2019-0F1-014467,1,,,,
2019-0F1-014479,1,,,,
2019-0F1-014593,1,,,,
2019-0F1-014595,1,,,,
2019-0F1-014598,1,,,,
2019-0F1-014768,1,,,,
2019-0F1-014925,1,,,,
2019-0F1-014926,1,,,,
2019-0F1-014937,1,,,,
2019-0F1-014990,1,,,,
2019-0F1-015117,1,,,,
2019-0F1-015427,1,,,,
2019-0F1-015541,1,,,,
2019-0F1-015543,1,,,,
2019-0F1-015544,1,,,,
2019-0F1-015547,1,,,,
2019-0F1-015558,1,,,,
2019-0F1-015717,1,,,,
2019-0F1-015722,1,,,,
2019-0F1-015726,1,,,,
2019-0F1-015728,1,,,,
2019-0F1-015729,1,,,,
2019-0F1-015902,1,,,,
2019-0F1-015906,1,,,,
2019-0F1-015909,1,,,,
2019-0F1-016086,1,,,,
2019-0F1-016098,1,,,,
2019-0F1-016171,1,,,,
2019-0F1-016886,1,,,,
2019-0F1-018006,1,,,,
2019-0F1-018009,1,,,,
2019-0F1-018106,1,,,,
2019-0F1-018121,1,,,,
2019-0F1-018122,1,,,,
2019-0F1-018127,1,,,,
2019-0F1-018341,1,,,,
2019-0F1-018425,1,,,,
2019-0F1-018525,1,,,,
2019-0F1-018532,1,,,,
2019-0F1-018668,1,,,,
2019-0F1-018858,1,,,,
2019-0F1-018861,1,,,,
2019-0F1-018867,1,,,,
2019-0F1-018875,1,,,,
2019-0F1-019085,1,,,,
2019-0F1-019421,1,,,,
2019-0F1-019497,1,,,,
2019-0F1-019502,1,,,,
2019-0F1-019601,1,,,,
2019-0F1-019602,1,,,,
2019-0F1-019605,1,,,,
2019-0F1-019610,1,,,,
2019-0F1-019763,1,,,,
2019-0F1-019766,1,,,,
2019-0F1-019771,1,,,,
2019-0F1-019772,1,,,,
2019-0F1-019790,1,,,,
2019-0F1-019949,1,,,,
2019-0F1-020258,1,,,,
2019-0F1-020358,1,,,,
2019-0F1-020637,1,,,,
2019-0F1-020740,1,,,,
2019-0F1-021071,1,,,,
2019-0F1-021434,1,,,,
2019-0F1-021443,1,,,,
2019-0F1-021444,1,,,,
2019-0F1-021542,1,,,,
2019-0F1-022261,1,,,,
2019-0F1-022677,1,,,,
2019-0F1-022678,1,,,,
2019-0F1-022913,1,,,,
2019-0F1-022919,1,,,,
2019-0F1-022925,1,,,,
2019-0F1-023489,1,,,,
2019-0F1-023536,1,,,,
2019-0F1-024519,1,,,,
2019-0F1-024528,1,,,,
2019-0F1-024529,1,,,,
2019-0F1-024881,1,,,,
2019-0F1-025284,1,,,,
2019-0F1-025293,1,,,,
2019-0F1-025297,1,,,,
2019-0F1-025842,1,,,,
2019-0F1-026061,1,,,,
2019-0F1-026120,1,,,,
2019-0F1-026181,1,,,,
2019-0F1-026224,1,,,,
2019-0F1-026492,1,,,,
2019-0F1-026509,1,,,,
2019-0F1-027675,1,,,,
2019-0F1-027717,1,,,,
2019-0F1-028154,1,,,,
2019-0F1-028383,1,,,,
2019-0F1-028420,1,,,,
2019-0F1-029543,1,,,,
2019-0F1-030923,1,,,,
2019-0F1-031490,1,,,,
2019-0F1-032373,1,,,,
2019-0F1-033668,1,,,,
2019-0F1-034651,1,,,,
2019-0F1-035020,1,,,,
2019-0F1-036377,1,,,,
2019-0F1-036951,1,,,,
2019-0F1-037261,1,,,,
2019-0F1-037607,1,,,,
2019-0F1-038035,1,,,,
2019-0F1-039065,1,,,,
2019-0F1-039468,1,,,,
2019-0F1-039576,1,,,,
2019-0F1-039577,1,,,,
2019-0F1-039656,1,,,,
2019-0F1-041953,1,,,,
2019-0F1-041985,1,,,,
2019-0F1-042152,1,,,,
2019-0F1-042676,1,,,,
2019-0F1-043473,1,,,,
2019-0F1-043992,1,,,,
2019-0F1-045103,1,,,,
2019-0F1-045161,1,,,,
2019-0F1-045683,1,,,,
2019-0F1-045714,1,,,,
2019-0F1-046562,1,,,,
2019-0F1-046616,1,,,,
2019-0F1-046764,1,,,,
2019-0F1-047289,1,,,,
2019-0F1-047592,1,,,,
2019-0F1-047968,1,,,,
2019-0F1-048234,1,,,,
2019-0F1-048709,1,,,,
2019-0F1-049266,1,,,,
2019-0F1-049450,1,,,,
2019-0F1-049493,1,,,,
2019-0F1-049522,1,,,,
2019-0F1-049668,1,,,,
2019-0F1-049707,1,,,,
2019-0F1-049780,1,,,,
2019-0F1-049822,1,,,,
2019-0F1-049930,1,,,,
2019-0F1-049990,1,,,,
2019-0F1-049999,1,,,,
2019-0F1-050898,1,,,,
2019-0F1-051343,1,,,,
2019-0F1-052407,1,,,,
2019-0F1-054002,1,,,,
2019-0F1-054142,1,,,,
2019-0F1-054217,1,,,,
2019-0F1-054674,1,,,,
2019-0F1-055370,1,,,,
2019-0F1-055372,1,,,,
2019-0F1-055913,1,,,,
2019-0F1-056136,1,,,,
2019-0F1-056253,1,,,,
2019-0F1-057819,1,,,,
2019-0F1-058296,1,,,,
2019-0F1-058461,1,,,,
2019-0F1-058508,1,,,,
2019-0F1-059077,1,,,,
2019-0F1-059218,1,,,,
2019-0F1-059228,1,,,,
2019-0F1-059283,1,,,,
2019-0F1-059287,1,,,,
2019-0F1-059483,1,,,,
2019-0F1-059530,1,,,,
2019-0F1-059652,1,,,,
2019-0F1-059653,1,,,,
2019-0F1-059673,1,,,,
2019-0F1-059874,1,,,,
2019-0F1-059883,1,,,,
2019-0F1-059884,1,,,,
2019-0F1-059897,1,,,,
2019-0F1-060097,1,,,,
2019-0F1-060104,1,,,,
2019-0F1-060143,1,,,,
2019-0F1-060187,1,,,,
2019-0F1-060342,1,,,,
2019-0F1-060347,1,,,,
2019-0F1-060363,1,,,,
2019-0F1-060999,1,,,,
2019-0F1-061021,1,,,,
2019-0F1-061230,1,,,,
2019-0F1-061885,1,,,,
2019-0F1-062339,1,,,,
2019-0F1-063277,1,,,,
2019-0F1-063286,1,,,,
2019-0F1-063429,1,,,,
2019-0F1-064709,1,,,,
2019-0F1-065643,1,,,,
2019-0F1-065881,1,,,,
2019-0F1-066581,1,,,,
2019-0F1-067044,1,,,,
2019-0F1-067046,1,,,,
2019-0F1-067053,1,,,,
2019-0F1-067891,1,,,,
2019-0F1-068959,1,,,,
2019-0H4-000024,1,,,,
2019-0H4-000257,1,,,,
2019-0H4-000762,1,,,,
2019-0H4-001044,1,,,,
2019-0H4-001107,1,,,,
2019-0H4-001128,1,,,,
2019-0H4-001199,1,,,,
2019-0H4-001201,1,,,,
2019-0H4-001590,1,,,,
2019-0H4-001647,1,,,,
2019-0H4-001648,1,,,,
2019-0H4-001750,1,,,,
2019-0H4-001827,1,,,,
2019-0H4-001935,1,,,,
2019-0H4-001951,1,,,,
2019-0H4-002228,1,,,,
2019-0H4-002346,1,,,,
2019-0H4-002372,1,,,,
2019-0H4-002599,1,,,,
2019-0H4-002807,1,,,,
2019-0H4-003184,1,,,,
2019-0H4-003202,1,,,,
2019-0H4-003616,1,,,,
2019-0H4-003846,1,,,,
2019-0H4-003955,1,,,,
2019-0H4-004115,1,,,,
2019-0H4-004180,1,,,,
2019-0H4-004644,1,,,,
2019-0H4-004645,1,,,,
2019-0H4-004647,1,,,,
2019-0H4-004648,1,,,,
2019-0H4-004688,1,,,,
2019-0H4-005475,1,,,,
2019-0H4-005794,1,,,,
2019-0H4-005984,1,,,,
2019-0H4-006078,1,,,,
2019-0H4-006244,1,,,,
2019-0H4-006258,1,,,,
2019-0H4-006317,1,,,,
2019-0H4-006419,1,,,,
2019-0H4-006497,1,,,,
2019-0H4-006750,1,,,,
2019-0H4-006790,1,,,,
2019-0H4-006942,1,,,,
2019-0H4-007003,1,,,,
2019-0H4-007017,1,,,,
2019-0H4-007333,1,,,,
2019-0H4-007532,1,,,,
2019-0H4-007539,1,,,,
2019-0H4-007774,1,,,,
2019-0H4-007929,1,,,,
2019-0H4-008214,1,,,,
2019-0H4-008491,1,,,,
2019-0H4-008510,1,,,,
2019-0H4-009188,1,,,,
2019-0H4-009218,1,,,,
2019-0H4-009302,1,,,,
2019-0H4-009349,1,,,,
2019-0H5-000252,1,,,,
2019-0H5-002172,1,,,,
2019-0H5-002347,1,,,,
2019-0H5-002350,1,,,,
2019-0H5-003670,1,,,,
2019-0H5-004160,1,,,,
2019-0H5-004181,1,,,,
2019-0H5-004257,1,,,,
2019-0H5-004340,1,,,,
2019-0H5-004378,1,,,,
2019-0H6-001696,1,,,,
2019-0H6-002936,1,,,,
2019-0H6-003205,1,,,,
2019-0H6-003267,1,,,,
2019-0H6-004325,1,,,,
2019-0H6-004512,1,,,,
2019-0H6-005215,1,,,,
2019-0H6-005426,1,,,,
2019-0H6-005622,1,,,,
2019-0H6-005677,1,,,,
2019-0H6-005772,1,,,,
2019-0H6-005786,1,,,,
2019-0H6-007125,1,,,,
2019-0H6-007269,1,,,,
2019-0H7-000601,1,,,,
2019-0H7-002377,1,,,,
2019-0H7-002378,1,,,,
2019-0H7-006794,1,,,,
2019-0H8-007859,1,,,,
2019-0H9-000104,1,,,,
2019-0H9-000107,1,,,,
2019-0H9-000110,1,,,,
2019-0H9-000173,1,,,,
2019-0H9-000182,1,,,,
2019-0H9-000226,1,,,,
2019-0H9-000239,1,,,,
2019-0H9-000254,1,,,,
2019-0H9-000255,1,,,,
2019-0H9-000300,1,,,,
2019-0H9-000520,1,,,,
2019-0H9-000572,1,,,,
2019-0H9-000852,1,,,,
2019-0H9-000900,1,,,,
2019-0H9-001023,1,,,,
2019-0H9-001204,1,,,,
2019-0H9-001215,1,,,,
2019-0H9-001705,1,,,,
2019-0H9-002171,1,,,,
2019-0H9-002502,1,,,,
2019-0H9-002508,1,,,,
2019-0H9-002612,1,,,,
2019-0H9-002646,1,,,,
2019-0H9-002729,1,,,,
2019-0H9-002738,1,,,,
2019-0H9-002741,1,,,,
2019-0H9-002776,1,,,,
2019-0H9-002874,1,,,,
2019-0H9-002889,1,,,,
2019-0H9-003031,1,,,,
2019-0H9-003122,1,,,,
2019-0H9-003253,1,,,,
2019-0H9-003259,1,,,,
2019-0H9-003375,1,,,,
2019-0H9-003510,1,,,,
2019-0H9-003520,1,,,,
2019-0H9-003606,1,,,,
2019-0H9-003640,1,,,,
2019-0H9-003942,1,,,,
2019-0H9-003996,1,,,,
2019-0H9-004005,1,,,,
2019-0H9-004010,1,,,,
2019-0H9-004168,1,,,,
2019-0H9-004283,1,,,,
2019-0H9-004323,1,,,,
2019-0H9-004474,1,,,,
2019-0H9-004549,1,,,,
2019-0H9-004954,1,,,,
2019-0H9-005124,1,,,,
2019-0H9-005140,1,,,,
2019-0H9-005978,1,,,,
2019-0H9-006496,1,,,,
2019-0H9-006849,1,,,,
2019-0H9-006970,1,,,,
2019-0H9-007200,1,,,,
2019-0H9-007341,1,,,,
2019-0H9-007605,1,,,,
2019-0H9-007850,1,,,,
2019-0H9-008070,1,,,,
2019-0H9-008082,1,,,,
2019-0H9-008114,1,,,,
2019-0H9-008313,1,,,,
2019-0H9-008510,1,,,,
2019-0H9-008541,1,,,,
2019-0H9-008631,1,,,,
2019-0H9-008665,1,,,,
2019-0H9-008763,1,,,,
2019-0H9-008910,1,,,,
2019-0H9-008954,1,,,,
2019-0H9-008974,1,,,,
2019-0H9-008985,1,,,,
2019-0H9-009094,1,,,,
2019-0H9-009112,1,,,,
2019-0H9-009152,1,,,,
2019-0H9-009263,1,,,,
2019-0H9-009288,1,,,,
2019-0H9-009289,1,,,,
2019-0H9-009302,1,,,,
2019-0H9-009309,1,,,,
2019-0H9-009316,1,,,,
2019-0H9-009366,1,,,,
2019-0H9-009370,1,,,,
2019-0H9-009498,1,,,,
2019-0H9-009535,1,,,,
2019-0H9-009614,1,,,,
2019-0H9-009639,1,,,,
2019-0H9-009729,1,,,,
2019-0H9-009740,1,,,,
2019-0H9-009818,1,,,,
2019-0H9-009823,1,,,,
2019-0H9-009843,1,,,,
2019-0H9-009899,1,,,,
2019-0H9-009904,1,,,,
2019-0H9-009907,1,,,,
2019-0H9-009928,1,,,,
2019-0H9-009965,1,,,,
2019-0H9-009977,1,,,,
2019-0H9-009990,1,,,,
2019-0H9-010026,1,,,,
2019-0H9-010067,1,,,,
2019-0H9-010068,1,,,,
2019-0H9-010174,1,,,,
2019-0H9-010175,1,,,,
2019-0H9-010183,1,,,,
2019-0H9-010184,1,,,,
2019-0H9-010187,1,,,,
2019-0H9-010192,1,,,,
2019-0H9-010193,1,,,,
2019-0H9-010196,1,,,,
2019-0H9-010212,1,,,,
2019-0H9-010248,1,,,,
2019-0H9-010257,1,,,,
2019-0H9-010358,1,,,,
2019-0H9-010447,1,,,,
2019-0H9-010463,1,,,,
2019-0H9-010477,1,,,,
2019-0H9-010491,1,,,,
2019-0H9-010543,1,,,,
2019-0H9-010550,1,,,,
2019-0H9-010563,1,,,,
2019-0H9-010576,1,,,,
2019-0H9-010583,1,,,,
2019-0H9-010678,1,,,,
2019-0H9-010703,1,,,,
2019-0H9-010747,1,,,,
2019-0H9-010762,1,,,,
2019-0H9-010830,1,,,,
2019-0H9-010875,1,,,,
2019-0H9-010888,1,,,,
2019-0H9-010925,1,,,,
2019-0H9-010979,1,,,,
2019-0H9-010988,1,,,,
2019-0H9-010992,1,,,,
2019-0H9-011008,1,,,,
2019-0H9-011012,1,,,,
2019-0H9-011013,1,,,,
2019-0H9-011015,1,,,,
2019-0H9-011038,1,,,,
2019-0H9-011107,1,,,,
2019-0H9-011135,1,,,,
2019-0H9-011257,1,,,,
2019-0H9-011262,1,,,,
2019-0H9-011435,1,,,,
2019-0H9-011649,1,,,,
2019-0H9-011657,1,,,,
2019-0H9-011736,1,,,,
2019-0H9-011918,1,,,,
2019-0H9-012162,1,,,,
2019-0H9-012208,1,,,,
2019-0H9-012212,1,,,,
2019-0H9-012220,1,,,,
2019-0H9-012226,1,,,,
2019-0H9-012227,1,,,,
2019-0H9-012242,1,,,,
2019-0H9-012285,1,,,,
2019-0H9-012498,1,,,,
2019-0H9-012499,1,,,,
2019-0H9-012549,1,,,,
2019-0H9-012580,1,,,,
2019-0H9-012597,1,,,,
2019-0H9-012718,1,,,,
2019-0H9-012874,1,,,,
2019-0H9-012971,1,,,,
2019-0H9-013075,1,,,,
2019-0H9-013088,1,,,,
2019-0H9-013160,1,,,,
2019-0H9-013169,1,,,,
2019-0H9-013178,1,,,,
2019-0H9-013269,1,,,,
2019-0H9-013285,1,,,,
2019-0H9-013304,1,,,,
2019-0H9-013334,1,,,,
2019-0H9-013352,1,,,,
2019-GES-000533,1,,,,
2019-TK9-001626,1,,,,
2019-TK9-002009,1,,,,
2019-TST-000126,1,,,,
2019-TST-000190,1,,,,
2019-TST-000234,1,,,,
2020-0A3-000407,1,,,,
2020-0A3-000705,1,,,,
2020-0A4-009003,1,,,,
2020-0A4-012058,1,,,,
2020-0A5-000791,1,,,,
2020-0A5-004381,1,,,,
2020-0A5-004732,1,,,,
2020-0A5-004792,1,,,,
2020-0A5-004796,1,,,,
2020-0A5-004975,1,,,,
2020-0A5-005623,1,,,,
2020-0A5-005668,1,,,,
2020-0A5-008243,1,,,,
2020-0A5-008488,1,,,,
2020-0A5-008670,1,,,,
2020-0A5-008672,1,,,,
2020-0A6-001794,1,,,,
2020-0A6-003293,1,,,,
2020-0A6-004305,1,,,,
2020-0A6-005139,1,,,,
2020-0B2-000223,1,,,,
2020-0B2-002567,1,,,,
2020-0B2-005959,1,,,,
2020-0B6-001899,1,,,,
2020-0B6-005021,1,,,,
2020-0C4-000642,1,,,,
2020-0C4-002024,1,,,,
2020-0C6-001603,1,,,,
2020-0C9-004592,1,,,,
2020-0CH-000169,1,,,,
2020-0CH-000527,1,,,,
2020-0D2-006327,1,,,,
2020-0D3-005928,1,,,,
2020-0D3-005931,1,,,,
2020-0D3-012278,1,,,,
2020-0D4-003138,1,,,,
2020-0D4-004403,1,,,,
2020-0D4-006028,1,,,,
2020-0D4-008090,1,,,,
2020-0D7-000202,1,,,,
2020-0F1-000042,1,,,,
2020-0F1-001647,1,,,,
2020-0F1-001790,1,,,,
2020-0F1-002681,1,,,,
2020-0F1-003071,1,,,,
2020-0F1-004158,1,,,,
2020-0F1-004204,1,,,,
2020-0F1-004326,1,,,,
2020-0F1-005589,1,,,,
2020-0F1-005592,1,,,,
2020-0F1-005926,1,,,,
2020-0F1-005979,1,,,,
2020-0F1-006215,1,,,,
2020-0F1-006408,1,,,,
2020-0F1-006417,1,,,,
2020-0F1-006987,1,,,,
2020-0F1-006993,1,,,,
2020-0F1-007144,1,,,,
2020-0F1-007758,1,,,,
2020-0F1-007957,1,,,,
2020-0F1-008213,1,,,,
2020-0F1-008269,1,,,,
2020-0F1-008801,1,,,,
2020-0F1-008927,1,,,,
2020-0F1-009597,1,,,,
2020-0F1-010019,1,,,,
2020-0F1-010023,1,,,,
2020-0F1-010257,1,,,,
2020-0F1-010358,1,,,,
2020-0F1-010876,1,,,,
2020-0F1-011266,1,,,,
2020-0F1-011406,1,,,,
2020-0F1-011521,1,,,,
2020-0F1-011606,1,,,,
2020-0F1-011828,1,,,,
2020-0F1-011887,1,,,,
2020-0F1-011919,1,,,,
2020-0F1-012126,1,,,,
2020-0F1-012208,1,,,,
2020-0F1-012786,1,,,,
2020-0F1-012995,1,,,,
2020-0F1-012996,1,,,,
2020-0F1-013053,1,,,,
2020-0F1-013502,1,,,,
2020-0F1-013522,1,,,,
2020-0F1-013524,1,,,,
2020-0F1-013670,1,,,,
2020-0F1-013677,1,,,,
2020-0F1-013695,1,,,,
2020-0F1-014287,1,,,,
2020-0F1-014428,1,,,,
2020-0F1-014594,1,,,,
2020-0F1-014745,1,,,,
2020-0F1-017320,1,,,,
2020-0F1-017389,1,,,,
2020-0F1-017664,1,,,,
2020-0F1-017714,1,,,,
2020-0F1-017739,1,,,,
2020-0F1-018070,1,,,,
2020-0F1-018533,1,,,,
2020-0F1-018666,1,,,,
2020-0F1-018699,1,,,,
2020-0F1-018732,1,,,,
2020-0F1-018832,1,,,,
2020-0F1-018981,1,,,,
2020-0F1-019002,1,,,,
2020-0F1-019076,1,,,,
