Row Labels,Count of CaseNumber,,,,
2020-0F1-019147,1,,,,
2020-0F1-019298,1,,,,
2020-0F1-019313,1,,,,
2020-0F1-019902,1,,,,
2020-0F1-020610,1,,,,
2020-0F1-020978,1,,,,
2020-0F1-022403,1,,,,
2020-0F1-022777,1,,,,
2020-0F1-023541,1,,,,
2020-0F1-023659,1,,,,
2020-0F1-024049,1,,,,
2020-0F1-024308,1,,,,
2020-0F1-024607,1,,,,
2020-0F1-024975,1,,,,
2020-0F1-025366,1,,,,
2020-0F1-025941,1,,,,
2020-0F1-027177,1,,,,
2020-0F1-027229,1,,,,
2020-0F1-027254,1,,,,
2020-0F1-027281,1,,,,
2020-0F1-027377,1,,,,
2020-0F1-028708,1,,,,
2020-0F1-028808,1,,,,
2020-0F1-028812,1,,,,
2020-0F1-029211,1,,,,
2020-0F1-029386,1,,,,
2020-0F1-030542,1,,,,
2020-0F1-031927,1,,,,
2020-0F1-032285,1,,,,
2020-0F1-032844,1,,,,
2020-0F1-033921,1,,,,
2020-0F1-034194,1,,,,
2020-0F1-036374,1,,,,
2020-0F1-036913,1,,,,
2020-0F1-038008,1,,,,
2020-0F1-038730,1,,,,
2020-0F1-039815,1,,,,
2020-0F1-041222,1,,,,
2020-0F1-041331,1,,,,
2020-0F1-041395,1,,,,
2020-0F1-042693,1,,,,
2020-0F1-042959,1,,,,
2020-0F1-042982,1,,,,
2020-0F1-043987,1,,,,
2020-0F1-045985,1,,,,
2020-0F1-047309,1,,,,
2020-0F1-047451,1,,,,
2020-0F1-047815,1,,,,
2020-0F1-048462,1,,,,
2020-0F1-048750,1,,,,
2020-0F1-049006,1,,,,
2020-0F1-050368,1,,,,
2020-0F1-050994,1,,,,
2020-0F1-051089,1,,,,
2020-0F1-051093,1,,,,
2020-0F1-051151,1,,,,
2020-0F1-051251,1,,,,
2020-0F1-051349,1,,,,
2020-0F1-051404,1,,,,
2020-0F1-051507,1,,,,
2020-0F1-051586,1,,,,
2020-0F1-051730,1,,,,
2020-0F1-051916,1,,,,
2020-0F1-051949,1,,,,
2020-0F1-052345,1,,,,
2020-0F1-053266,1,,,,
2020-0F1-053276,1,,,,
2020-0F1-053933,1,,,,
2020-0F1-054310,1,,,,
2020-0F1-054916,1,,,,
2020-0F1-054996,1,,,,
2020-0F1-055292,1,,,,
2020-0F1-055320,1,,,,
2020-0F1-055327,1,,,,
2020-0F1-055649,1,,,,
2020-0F1-055659,1,,,,
2020-0F1-055937,1,,,,
2020-0F1-056169,1,,,,
2020-0F1-056478,1,,,,
2020-0F1-056558,1,,,,
2020-0F1-057589,1,,,,
2020-0F1-057613,1,,,,
2020-0F1-058119,1,,,,
2020-0F1-058235,1,,,,
2020-0F1-058451,1,,,,
2020-0F1-058828,1,,,,
2020-0F1-058983,1,,,,
2020-0F1-059244,1,,,,
2020-0F1-059344,1,,,,
2020-0F1-059706,1,,,,
2020-0F1-059809,1,,,,
2020-0F1-059810,1,,,,
2020-0F1-060482,1,,,,
2020-0F1-060608,1,,,,
2020-0F1-060999,1,,,,
2020-0F1-061554,1,,,,
2020-0F1-061618,1,,,,
2020-0F1-062685,1,,,,
2020-0F1-062719,1,,,,
2020-0F1-062941,1,,,,
2020-0F1-062950,1,,,,
2020-0F1-063116,1,,,,
2020-0F1-063149,1,,,,
2020-0F1-063155,1,,,,
2020-0F1-063216,1,,,,
2020-0F1-063632,1,,,,
2020-0F1-063660,1,,,,
2020-0F1-063730,1,,,,
2020-0F1-064012,1,,,,
2020-0F1-064321,1,,,,
2020-0F1-064382,1,,,,
2020-0F1-064385,1,,,,
2020-0F1-064398,1,,,,
2020-0F1-064486,1,,,,
2020-0H1-002258,1,,,,
2020-0H1-002292,1,,,,
2020-0H1-002302,1,,,,
2020-0H1-002344,1,,,,
2020-0H1-002353,1,,,,
2020-0H1-002363,1,,,,
2020-0H1-002435,1,,,,
2020-0H1-002450,1,,,,
2020-0H1-002451,1,,,,
2020-0H1-002498,1,,,,
2020-0H1-002500,1,,,,
2020-0H1-002520,1,,,,
2020-0H1-002556,1,,,,
2020-0H1-002581,1,,,,
2020-0H1-002598,1,,,,
2020-0H1-002612,1,,,,
2020-0H1-002662,1,,,,
2020-0H1-002767,1,,,,
2020-0H1-002786,1,,,,
2020-0H1-002828,1,,,,
2020-0H1-002839,1,,,,
2020-0H1-002871,1,,,,
2020-0H1-002930,1,,,,
2020-0H1-003090,1,,,,
2020-0H4-000058,1,,,,
2020-0H4-000155,1,,,,
2020-0H4-000213,1,,,,
2020-0H4-000244,1,,,,
2020-0H4-000476,1,,,,
2020-0H4-000477,1,,,,
2020-0H4-000478,1,,,,
2020-0H4-000746,1,,,,
2020-0H4-000767,1,,,,
2020-0H4-000773,1,,,,
2020-0H4-000867,1,,,,
2020-0H4-000930,1,,,,
2020-0H4-001153,1,,,,
2020-0H4-001278,1,,,,
2020-0H4-001502,1,,,,
2020-0H4-001924,1,,,,
2020-0H4-001961,1,,,,
2020-0H4-002099,1,,,,
2020-0H4-002104,1,,,,
2020-0H4-002123,1,,,,
2020-0H4-002203,1,,,,
2020-0H4-002252,1,,,,
2020-0H4-002320,1,,,,
2020-0H4-002449,1,,,,
2020-0H4-002487,1,,,,
2020-0H4-002602,1,,,,
2020-0H4-002651,1,,,,
2020-0H4-002718,1,,,,
2020-0H4-002720,1,,,,
2020-0H4-002740,1,,,,
2020-0H4-002869,1,,,,
2020-0H4-002890,1,,,,
2020-0H4-002916,1,,,,
2020-0H4-003079,1,,,,
2020-0H4-003161,1,,,,
2020-0H4-003187,1,,,,
2020-0H4-003232,1,,,,
2020-0H4-003251,1,,,,
2020-0H4-003252,1,,,,
2020-0H4-003270,1,,,,
2020-0H4-003271,1,,,,
2020-0H4-003315,1,,,,
2020-0H4-003362,1,,,,
2020-0H4-003399,1,,,,
2020-0H4-003475,1,,,,
2020-0H4-003478,1,,,,
2020-0H4-003487,1,,,,
2020-0H4-003499,1,,,,
2020-0H4-003501,1,,,,
2020-0H4-003502,1,,,,
2020-0H4-003521,1,,,,
2020-0H4-003526,1,,,,
2020-0H4-003527,1,,,,
2020-0H4-003529,1,,,,
2020-0H4-003531,1,,,,
2020-0H4-003534,1,,,,
2020-0H4-003535,1,,,,
2020-0H4-003536,1,,,,
2020-0H4-003539,1,,,,
2020-0H4-003540,1,,,,
2020-0H4-003542,1,,,,
2020-0H4-003560,1,,,,
2020-0H4-003566,1,,,,
2020-0H4-003567,1,,,,
2020-0H4-003568,1,,,,
2020-0H4-003679,1,,,,
2020-0H4-003693,1,,,,
2020-0H4-003775,1,,,,
2020-0H4-003778,1,,,,
2020-0H4-003812,1,,,,
2020-0H4-003816,1,,,,
2020-0H4-003829,1,,,,
2020-0H4-003846,1,,,,
2020-0H4-003847,1,,,,
2020-0H4-003886,1,,,,
2020-0H4-004010,1,,,,
2020-0H4-004018,1,,,,
2020-0H4-004019,1,,,,
2020-0H4-004020,1,,,,
2020-0H4-004021,1,,,,
2020-0H4-004022,1,,,,
2020-0H4-004034,1,,,,
2020-0H4-004035,1,,,,
2020-0H4-004037,1,,,,
2020-0H4-004090,1,,,,
2020-0H4-004091,1,,,,
2020-0H4-004212,1,,,,
2020-0H4-004326,1,,,,
2020-0H4-004342,1,,,,
2020-0H4-004344,1,,,,
2020-0H4-004346,1,,,,
2020-0H4-004392,1,,,,
2020-0H4-004438,1,,,,
2020-0H4-004439,1,,,,
2020-0H4-004458,1,,,,
2020-0H4-004460,1,,,,
2020-0H4-004468,1,,,,
2020-0H4-004474,1,,,,
2020-0H4-004522,1,,,,
2020-0H4-004535,1,,,,
2020-0H4-004537,1,,,,
2020-0H4-004552,1,,,,
2020-0H4-004592,1,,,,
2020-0H4-004625,1,,,,
2020-0H4-004859,1,,,,
2020-0H4-004866,1,,,,
2020-0H4-005071,1,,,,
2020-0H4-005072,1,,,,
2020-0H4-005078,1,,,,
2020-0H4-005133,1,,,,
2020-0H4-005156,1,,,,
2020-0H4-005193,1,,,,
2020-0H4-005207,1,,,,
2020-0H4-005224,1,,,,
2020-0H4-005262,1,,,,
2020-0H4-005504,1,,,,
2020-0H4-005516,1,,,,
2020-0H4-005541,1,,,,
2020-0H4-005589,1,,,,
2020-0H4-005661,1,,,,
2020-0H4-005814,1,,,,
2020-0H4-005816,1,,,,
2020-0H4-006118,1,,,,
2020-0H4-006143,1,,,,
2020-0H4-006179,1,,,,
2020-0H4-006196,1,,,,
2020-0H4-006268,1,,,,
2020-0H4-006604,1,,,,
2020-0H4-006680,1,,,,
2020-0H4-006756,1,,,,
2020-0H4-006804,1,,,,
2020-0H4-006957,1,,,,
2020-0H4-007036,1,,,,
2020-0H4-007042,1,,,,
2020-0H4-007121,1,,,,
2020-0H4-007191,1,,,,
2020-0H4-007259,1,,,,
2020-0H4-007291,1,,,,
2020-0H4-007308,1,,,,
2020-0H4-007312,1,,,,
2020-0H4-007333,1,,,,
2020-0H4-007346,1,,,,
2020-0H4-007468,1,,,,
2020-0H4-007545,1,,,,
2020-0H4-007547,1,,,,
2020-0H4-007625,1,,,,
2020-0H4-007635,1,,,,
2020-0H4-007639,1,,,,
2020-0H4-007671,1,,,,
2020-0H4-007754,1,,,,
2020-0H4-007855,1,,,,
2020-0H4-007876,1,,,,
2020-0H4-007942,1,,,,
2020-0H4-007973,1,,,,
2020-0H4-008106,1,,,,
2020-0H4-008107,1,,,,
2020-0H4-008117,1,,,,
2020-0H4-008143,1,,,,
2020-0H4-008144,1,,,,
2020-0H4-008198,1,,,,
2020-0H4-008230,1,,,,
2020-0H4-008231,1,,,,
2020-0H4-008327,1,,,,
2020-0H4-008332,1,,,,
2020-0H4-008385,1,,,,
2020-0H4-008426,1,,,,
2020-0H4-008570,1,,,,
2020-0H4-008574,1,,,,
2020-0H4-008636,1,,,,
2020-0H4-008653,1,,,,
2020-0H4-008668,1,,,,
2020-0H4-008722,1,,,,
2020-0H4-008757,1,,,,
2020-0H4-008827,1,,,,
2020-0H4-008846,1,,,,
2020-0H4-008865,1,,,,
2020-0H4-008882,1,,,,
2020-0H4-008909,1,,,,
2020-0H4-008915,1,,,,
2020-0H4-008922,1,,,,
2020-0H4-008924,1,,,,
2020-0H4-008925,1,,,,
2020-0H4-009090,1,,,,
2020-0H4-009156,1,,,,
2020-0H4-009158,1,,,,
2020-0H4-009259,1,,,,
2020-0H4-009367,1,,,,
2020-0H4-009378,1,,,,
2020-0H4-009420,1,,,,
2020-0H4-009422,1,,,,
2020-0H4-009514,1,,,,
2020-0H4-009518,1,,,,
2020-0H4-009525,1,,,,
2020-0H4-009607,1,,,,
2020-0H4-009661,1,,,,
2020-0H4-009743,1,,,,
2020-0H4-009803,1,,,,
2020-0H4-009805,1,,,,
2020-0H4-009887,1,,,,
2020-0H4-009907,1,,,,
2020-0H4-009973,1,,,,
2020-0H4-009982,1,,,,
2020-0H4-009995,1,,,,
2020-0H4-010048,1,,,,
2020-0H4-010049,1,,,,
2020-0H4-010059,1,,,,
2020-0H4-010114,1,,,,
2020-0H4-010116,1,,,,
2020-0H4-010149,1,,,,
2020-0H4-010170,1,,,,
2020-0H4-010172,1,,,,
2020-0H4-010217,1,,,,
2020-0H4-010321,1,,,,
2020-0H4-010335,1,,,,
2020-0H4-010406,1,,,,
2020-0H4-010439,1,,,,
2020-0H4-010540,1,,,,
2020-0H4-010738,1,,,,
2020-0H4-010743,1,,,,
2020-0H4-010878,1,,,,
2020-0H4-010879,1,,,,
2020-0H4-010935,1,,,,
2020-0H4-011007,1,,,,
2020-0H4-011026,1,,,,
2020-0H4-011027,1,,,,
2020-0H4-011055,1,,,,
2020-0H4-011088,1,,,,
2020-0H4-011145,1,,,,
2020-0H4-011166,1,,,,
2020-0H4-011309,1,,,,
2020-0H4-011706,1,,,,
2020-0H4-011815,1,,,,
2020-0H4-011817,1,,,,
2020-0H4-011887,1,,,,
2020-0H4-011959,1,,,,
2020-0H4-011961,1,,,,
2020-0H4-011991,1,,,,
2020-0H4-012109,1,,,,
2020-0H4-012446,1,,,,
2020-0H4-012508,1,,,,
2020-0H4-012515,1,,,,
2020-0H4-012613,1,,,,
2020-0H4-012644,1,,,,
2020-0H4-012757,1,,,,
2020-0H4-012777,1,,,,
2020-0H4-012896,1,,,,
2020-0H4-012991,1,,,,
2020-0H4-013128,1,,,,
2020-0H4-013339,1,,,,
2020-0H4-013374,1,,,,
2020-0H4-013383,1,,,,
2020-0H4-013461,1,,,,
2020-0H4-013558,1,,,,
2020-0H4-013585,1,,,,
2020-0H4-013744,1,,,,
2020-0H4-013764,1,,,,
2020-0H4-014069,1,,,,
2020-0H4-014075,1,,,,
2020-0H4-014083,1,,,,
2020-0H4-014164,1,,,,
2020-0H4-014270,1,,,,
2020-0H4-014891,1,,,,
2020-0H4-014927,1,,,,
2020-0H6-000362,1,,,,
2020-0H6-000418,1,,,,
2020-0H6-001433,1,,,,
2020-0H6-002116,1,,,,
2020-0H6-003226,1,,,,
2020-0H6-005660,1,,,,
2020-0H6-006048,1,,,,
2020-0H6-006049,1,,,,
2020-0H6-006050,1,,,,
2020-0H6-006229,1,,,,
2020-0H6-006364,1,,,,
2020-0H6-006391,1,,,,
2020-0H6-006492,1,,,,
2020-0H6-006642,1,,,,
2020-0H6-006930,1,,,,
2020-0H6-006932,1,,,,
2020-0H6-007054,1,,,,
2020-0H6-007109,1,,,,
2020-0H6-007135,1,,,,
2020-0H6-007141,1,,,,
2020-0H6-007196,1,,,,
2020-0H6-007294,1,,,,
2020-0H6-007353,1,,,,
2020-0H6-007483,1,,,,
2020-0H6-007645,1,,,,
2020-0H6-007688,1,,,,
2020-0H6-007730,1,,,,
2020-0H6-007912,1,,,,
2020-0H6-008156,1,,,,
2020-0H6-008178,1,,,,
2020-0H6-008536,1,,,,
2020-0H6-009340,1,,,,
2020-0H6-009767,1,,,,
2020-0H6-010131,1,,,,
2020-0H7-000107,1,,,,
2020-0H7-003750,1,,,,
2020-0H9-000211,1,,,,
2020-0H9-000297,1,,,,
2020-0H9-000432,1,,,,
2020-0H9-000569,1,,,,
2020-0H9-000583,1,,,,
2020-0H9-000836,1,,,,
2020-0H9-000922,1,,,,
2020-0H9-000927,1,,,,
2020-0H9-000943,1,,,,
2020-0H9-000946,1,,,,
2020-0H9-000963,1,,,,
2020-0H9-001018,1,,,,
2020-0H9-001021,1,,,,
2020-0H9-001071,1,,,,
2020-0H9-001204,1,,,,
2020-0H9-001457,1,,,,
2020-0H9-001463,1,,,,
2020-0H9-001573,1,,,,
2020-0H9-001650,1,,,,
2020-0H9-001653,1,,,,
2020-0H9-001676,1,,,,
2020-0H9-001830,1,,,,
2020-0H9-002202,1,,,,
2020-0H9-002298,1,,,,
2020-0H9-002320,1,,,,
2020-0H9-002332,1,,,,
2020-0H9-002512,1,,,,
2020-0H9-002669,1,,,,
2020-0H9-002670,1,,,,
2020-0H9-002672,1,,,,
2020-0H9-002677,1,,,,
2020-0H9-002683,1,,,,
2020-0H9-002705,1,,,,
2020-0H9-002710,1,,,,
2020-0H9-002723,1,,,,
2020-0H9-002755,1,,,,
2020-0H9-002762,1,,,,
2020-0H9-002783,1,,,,
2020-0H9-002805,1,,,,
2020-0H9-002837,1,,,,
2020-0H9-002885,1,,,,
2020-0H9-002930,1,,,,
2020-0H9-002947,1,,,,
2020-0H9-003031,1,,,,
2020-0H9-003067,1,,,,
2020-0H9-003202,1,,,,
2020-0H9-003385,1,,,,
2020-0H9-003389,1,,,,
2020-0H9-003412,1,,,,
2020-0H9-003451,1,,,,
2020-0H9-003542,1,,,,
2020-0H9-003745,1,,,,
2020-0H9-003746,1,,,,
2020-0H9-003793,1,,,,
2020-0H9-004016,1,,,,
2020-0H9-004093,1,,,,
2020-0H9-004171,1,,,,
2020-0H9-004377,1,,,,
2020-0H9-004397,1,,,,
2020-0H9-004957,1,,,,
2020-0H9-004962,1,,,,
2020-0H9-005256,1,,,,
2020-0H9-005262,1,,,,
2020-0H9-005304,1,,,,
2020-0H9-005327,1,,,,
2020-0H9-005733,1,,,,
2020-0H9-005734,1,,,,
2020-0H9-005738,1,,,,
2020-0H9-005740,1,,,,
2020-0H9-006182,1,,,,
2020-0H9-006550,1,,,,
2020-0H9-006571,1,,,,
2020-0H9-007231,1,,,,
2020-0H9-007233,1,,,,
2020-0H9-007614,1,,,,
2020-0H9-007644,1,,,,
2020-0H9-007653,1,,,,
2020-0H9-007839,1,,,,
2020-0H9-007857,1,,,,
2020-0H9-007861,1,,,,
2020-0H9-007938,1,,,,
2020-0H9-008010,1,,,,
2020-0H9-008089,1,,,,
2020-0H9-008109,1,,,,
2020-0H9-008112,1,,,,
2020-0H9-009053,1,,,,
2020-0H9-009213,1,,,,
2020-0H9-009449,1,,,,
2020-0H9-009451,1,,,,
2020-0H9-009486,1,,,,
2020-0H9-009573,1,,,,
2020-0H9-009986,1,,,,
2020-0H9-010072,1,,,,
2020-0H9-010229,1,,,,
2020-0H9-010406,1,,,,
2020-0H9-010407,1,,,,
2020-0HH-000552,1,,,,
2020-0HH-001125,1,,,,
2020-0SB-000002,1,,,,
2020-0SB-000003,1,,,,
2020-0SB-000010,1,,,,
2020-TK9-000387,1,,,,
2020-TK9-000614,1,,,,
2020-TK9-001037,1,,,,
2020-TK9-001044,1,,,,
2020-TK9-002384,1,,,,
2020-TK9-002755,1,,,,
2020-TK9-002992,1,,,,
2020-TK9-003516,1,,,,
2020-TK9-003587,1,,,,
2020-TK9-003596,1,,,,
2021-0A3-002579,1,,,,
2021-0A5-001315,1,,,,
2021-0A5-003130,1,,,,
2021-0B2-000202,1,,,,
2021-0B4-001988,1,,,,
2021-0B6-001577,1,,,,
2021-0D1-000416,1,,,,
2021-0D4-001080,1,,,,
2021-0D4-001542,1,,,,
2021-0F1-000339,1,,,,
2021-0F1-002419,1,,,,
2021-0F1-003097,1,,,,
2021-0F1-003207,1,,,,
2021-0F1-003761,1,,,,
2021-0F1-004223,1,,,,
2021-0F1-004556,1,,,,
2021-0F1-004637,1,,,,
2021-0F1-004732,1,,,,
2021-0F1-004817,1,,,,
2021-0F1-004822,1,,,,
2021-0F1-005516,1,,,,
2021-0F1-005528,1,,,,
2021-0F1-006240,1,,,,
2021-0F1-006246,1,,,,
2021-0F1-006339,1,,,,
2021-0F1-006713,1,,,,
2021-0F1-007017,1,,,,
2021-0F1-007036,1,,,,
2021-0F1-007087,1,,,,
2021-0F1-007140,1,,,,
2021-0F1-007149,1,,,,
2021-0F1-007222,1,,,,
2021-0F1-007656,1,,,,
2021-0F1-007732,1,,,,
2021-0F1-008709,1,,,,
2021-0F1-009224,1,,,,
2021-0F1-009329,1,,,,
2021-0F1-009405,1,,,,
2021-0F1-009406,1,,,,
2021-0F1-009431,1,,,,
2021-0F1-009971,1,,,,
2021-0F1-010036,1,,,,
2021-0F1-010148,1,,,,
2021-0F1-010288,1,,,,
2021-0F1-010589,1,,,,
2021-0F1-010737,1,,,,
2021-0F1-010838,1,,,,
2021-0F1-011057,1,,,,
2021-0F1-011145,1,,,,
2021-0F1-011180,1,,,,
2021-0F1-011245,1,,,,
2021-0F1-012292,1,,,,
2021-0F1-012338,1,,,,
2021-0F1-012589,1,,,,
2021-0F1-012652,1,,,,
2021-0F1-013475,1,,,,
2021-0F1-014465,1,,,,
2021-0F1-014871,1,,,,
2021-0F1-015752,1,,,,
2021-0F1-015839,1,,,,
2021-0F1-016050,1,,,,
2021-0F1-016821,1,,,,
2021-0F1-016925,1,,,,
2021-0F1-016933,1,,,,
2021-0F1-017312,1,,,,
2021-0F1-017414,1,,,,
2021-0F1-018206,1,,,,
2021-0F1-019193,1,,,,
2021-0F1-019225,1,,,,
2021-0F1-019491,1,,,,
2021-0H1-000054,1,,,,
2021-0H4-000069,1,,,,
2021-0H4-000323,1,,,,
2021-0H4-000331,1,,,,
2021-0H4-000412,1,,,,
2021-0H4-000533,1,,,,
2021-0H4-000561,1,,,,
2021-0H4-000563,1,,,,
2021-0H4-000630,1,,,,
2021-0H4-000908,1,,,,
2021-0H4-001222,1,,,,
2021-0H4-001241,1,,,,
2021-0H4-001603,1,,,,
2021-0H4-001825,1,,,,
2021-0H4-002726,1,,,,
2021-0H4-002883,1,,,,
2021-0H4-002895,1,,,,
2021-0H4-002921,1,,,,
2021-0H4-003093,1,,,,
2021-0H4-003216,1,,,,
2021-0H4-003312,1,,,,
2021-0H4-003424,1,,,,
2021-0H4-003435,1,,,,
2021-0H4-003633,1,,,,
2021-0H4-003779,1,,,,
2021-0H4-003790,1,,,,
2021-0H4-003808,1,,,,
2021-0H4-003824,1,,,,
2021-0H4-003827,1,,,,
2021-0H4-003828,1,,,,
2021-0H4-003848,1,,,,
2021-0H4-003903,1,,,,
2021-0H4-004013,1,,,,
2021-0H4-004023,1,,,,
2021-0H4-004182,1,,,,
2021-0H4-004190,1,,,,
2021-0H4-004214,1,,,,
2021-0H4-004236,1,,,,
2021-0H4-004290,1,,,,
2021-0H4-004364,1,,,,
2021-0H4-004378,1,,,,
2021-0H4-004398,1,,,,
2021-0H4-004445,1,,,,
2021-0H4-004473,1,,,,
2021-0H4-004500,1,,,,
2021-0H4-004515,1,,,,
2021-0H4-004594,1,,,,
2021-0H4-004605,1,,,,
2021-0H4-004671,1,,,,
2021-0H4-004794,1,,,,
2021-0H4-004824,1,,,,
2021-0H4-004839,1,,,,
2021-0H4-004842,1,,,,
2021-0H4-004948,1,,,,
2021-0H4-005362,1,,,,
2021-0H6-002020,1,,,,
2021-0H6-002088,1,,,,
2021-0H6-002089,1,,,,
2021-0H6-002186,1,,,,
2021-0H6-002187,1,,,,
2021-0H6-002489,1,,,,
2021-0H6-003146,1,,,,
2021-0H7-002868,1,,,,
2021-0H8-002034,1,,,,
2021-0H9-000729,1,,,,
2021-0H9-002008,1,,,,
2021-0H9-002412,1,,,,
2021-0H9-003206,1,,,,
2021-TK9-000270,1,,,,
2021-TK9-000476,1,,,,
2021-TK9-000574,1,,,,
2021-TK9-000624,1,,,,
2021-TK9-001162,1,,,,
(blank),,,,,